stage,iteration,negative_elbo,grad_norm,kl_beta,loglik,nu,omega,u,sigma,alpha_mean,phi_mean,jitter
residual,140,40492252.78493506,1047047859.619227,1.0,-40488578.67783619,6.154417034925516,1.302736110726647,-0.6125335602081288,0.43691233762142684,-0.21293019914095243,0.34489846160274845,1e-08
residual,141,501771.98431724985,10507338.936337883,1.0,-498095.8689807883,4.4751676564749125,1.0710426580836825,0.05206387710714366,0.4607160619392482,0.2799553138610203,0.2894510079238932,1e-08
residual,142,150872.65838288763,2761268.5136701334,1.0,-147195.03692998132,3.4792230601171847,0.8324969809336521,-0.6852579844788155,0.4090999522468281,-0.06075838678310102,0.27173132004567346,1e-08
residual,143,506322.94389880507,10752522.26601491,1.0,-502646.51517876115,4.694911906097794,0.9429779584075455,-0.04132231803948949,0.44809680602967844,0.02415343050626895,0.29084970677957805,1e-08
residual,144,13225.454243863012,123123.39532518464,1.0,-9549.987188034684,3.8698183462123508,1.0251903784064889,2.023753268787396,0.38542374049576,0.05898300212034259,0.22340611455076875,1e-08
residual,145,4370480.243213318,106657082.78378327,1.0,-4366803.080465938,4.279907027328797,1.1433810916128793,0.5888752763860233,0.4609205502087774,-0.14451063098702077,0.3175151791591249,1e-08
residual,146,19367.062077720537,237564.3574833574,1.0,-15689.466724523454,4.466970834158673,0.8069072499768647,-0.19189793883148853,0.45188754443276496,0.1426061902548914,0.24215098310046138,1e-08
residual,147,131044.98853062432,2383250.9931778745,1.0,-127366.82876116587,3.0743947968790426,0.8751117894561443,-0.22621613720745104,0.4036551837024728,0.10081537409111725,0.27144257604754685,1e-08
residual,148,375259.91188136087,7961687.528459299,1.0,-371583.55049296434,3.7787723553513626,0.6884289219089554,-0.7272252553352208,0.46980505862880656,-0.32406013998660527,0.2935256685363159,1e-08
residual,149,156261.1612491764,2846994.7338203937,1.0,-152582.08843826927,3.6365912071932778,1.1304193405362684,-0.18502385256432585,0.4510455889877367,-0.36212530567522977,0.2723215920149967,1e-08
residual,150,41761.65548553608,635695.1516289324,1.0,-38083.21048932786,5.590377136934817,0.8448986376800842,0.06250235422317674,0.45107317170253614,-0.11513835760227382,0.2547639275263978,1e-08
residual,151,25132.820768031277,329211.5506467148,1.0,-21455.27872710817,3.4931637114068543,1.1048900607432413,0.4551614491008721,0.4659734584022839,-0.20336983866125535,0.24379709704558758,1e-08
residual,152,730236.8529066283,15877728.344398571,1.0,-726558.0871431454,3.863697191317807,1.1108993293611658,-0.023698123362555168,0.4942452829735868,0.16233825835280344,0.29594424063053354,1e-08
residual,153,1640939.2267375216,37757359.4361029,1.0,-1637262.4455135134,7.319950666479409,1.1541679398813722,-0.4844815649290856,0.4622488258889858,-0.20123439189910045,0.3052976321898479,1e-08
residual,154,36593.262327214805,545614.3719703833,1.0,-32915.449645801964,5.009726078674406,0.8751968844367374,-0.6825236883255981,0.4908456759394866,-0.004166683360117954,0.25567271664869407,1e-08
residual,155,29959.736983100403,420753.5828691383,1.0,-26279.220023703416,2.7407850308717494,0.9620582909117903,-0.5372912670515531,0.47806382059993646,0.002348477649157676,0.2501679275177255,1e-08
residual,156,30082.77837584572,407191.2580890302,1.0,-26401.735273705126,4.41503827637305,1.0752713239702185,0.1287589004125529,0.4542270750433191,-0.09040146004192612,0.24542424659518655,1e-08
residual,157,32552.812006369997,463873.9543366052,1.0,-28875.00040698096,5.81253933194334,0.9464559906108982,0.5192616318451532,0.46901698786167995,-0.35711681000630274,0.2506169562833182,1e-08
residual,158,415172.7308108691,8681893.6648379,1.0,-411494.3970082292,5.083721820847989,1.002609689698011,-0.26404773457016484,0.47378938307506907,-0.25080447551810975,0.28981322578668234,1e-08
residual,159,234772.05258670278,4418720.714515386,1.0,-231092.80942175534,4.740794970288269,1.1800666849885932,0.09750928817078874,0.445228792145739,0.0027216212436328544,0.2779326744946682,1e-08
residual,160,3611260.533613326,88387377.87014328,1.0,-3607579.8106269767,4.647634929367068,0.8815454850096044,0.004929802656834292,0.4613670524437806,-0.1459648107907309,0.31927379678973766,1e-08
residual,161,156081.52140321158,2999009.2499701437,1.0,-152400.30478532554,4.48307445721489,0.8036712844299821,1.0814024847316426,0.479627570470882,-0.2623501989775985,0.2781116407067516,1e-08
residual,162,7614.304452009013,46109.127476451504,1.0,-3938.007211710826,5.77193451326179,0.7155832439571919,0.7204455578086498,0.4180103023537273,0.03670267216280633,0.21652595172069639,1e-08
residual,163,646443.2632606919,13936902.41858915,1.0,-642764.4680559147,3.1216579491406518,0.8748942854896188,0.021116973039605025,0.41907794677686516,0.26805754895488676,0.2936843051289434,1e-08
residual,164,32667.62487881025,465744.9561016325,1.0,-28986.364176068073,4.735718208497985,0.9384432888549814,-0.7824852926610524,0.47396252152348173,-0.3571506687571336,0.2517053483999037,1e-08
residual,165,962770.4028147369,22098762.887932908,1.0,-959090.8183804117,2.421707819157052,0.6785473833283884,-0.3245000769818347,0.47574412244762126,0.1064557952706377,0.30569363694609936,1e-08
residual,166,11104.488540498873,94308.34181249283,1.0,-7423.596637400092,4.37057457768092,1.1463450141850942,0.1910241708106507,0.4613885063020093,-0.20497387753266103,0.22609018249980836,1e-08
residual,167,10983.40075815674,102781.03084268497,1.0,-7303.784053582855,5.133290994847498,0.692910218891772,0.08975665710953606,0.502762847002343,0.11891912617497247,0.23665096745072228,1e-08
residual,168,1234917.3213213275,27545142.39938558,1.0,-1231234.8533503432,3.784098553870385,1.128968589612059,0.35225977315731616,0.489555784624258,-0.13337471517447705,0.3052538004009657,1e-08
residual,169,25003.79499134176,334511.7756112331,1.0,-21322.15137329898,3.6163787892760872,0.8968167441321512,-0.5874237456797444,0.5033113593753936,-0.03720928396165161,0.25093095089354056,1e-08
residual,170,8389.819001922631,59963.33393036016,1.0,-4708.969123091766,3.458995780030559,0.7830742603302099,-0.04879370329200183,0.48741761951382917,0.14610046220166054,0.22597530603002272,1e-08
residual,171,36684.63241822507,529659.8928894391,1.0,-33006.37577947767,8.234301422353717,1.0971291922384823,-0.12209284615897575,0.4923579018426819,-0.13036886071777531,0.25348091624844654,1e-08
residual,172,14590.492929119606,155535.70423739115,1.0,-10909.009790321434,3.140591691221714,0.8859187608908682,0.2208780314399591,0.4665985967974443,-0.45755037574971164,0.23694426213767936,1e-08
residual,173,10176.041086377034,88480.5379021703,1.0,-6495.382380338169,4.814464979975856,0.620747585839769,1.3506138199742077,0.45496060913496034,0.09853557613527679,0.23323360056443584,1e-08
residual,174,59474.86417145055,1000712.431493115,1.0,-55793.60628816765,6.450193370510632,0.7696123828710406,0.8133491051395622,0.4900751439338171,0.14834079131113898,0.2662053585043671,1e-08
residual,175,65331.7153846992,1101072.1585182014,1.0,-61648.051293398144,3.3379252853933794,0.7913919546946474,-0.622638563903526,0.4953800301267758,0.08242475100181795,0.2690761555756828,1e-08
residual,176,178787.84965218822,3378803.265346098,1.0,-175105.72482797684,3.019663387109419,1.1434273903780154,-0.12994624709819225,0.5389149291157656,0.27097334053593275,0.28297285654820203,1e-08
residual,177,18369.36722972053,210186.727582723,1.0,-14688.491943408135,6.507760110751941,0.9942873506533423,-0.5919774277260061,0.4532929460473447,0.11284941943939392,0.2386467622145575,1e-08
residual,178,67522017.20810993,1527935072.2306824,1.0,-67518337.00686875,4.103169972807626,0.7991839777004106,-0.15193189770270188,0.39416114859754015,-0.27933945007574607,0.36389542717745094,1e-08
residual,179,1031123.4644301378,23738684.88854724,1.0,-1027441.2599180741,4.4338096238236115,0.6218182925988992,-0.4985963700171643,0.48791471309443596,-0.0390531904903888,0.3143338224956582,1e-08
residual,180,21610.19764539296,269574.52442971116,1.0,-17925.798782069767,2.7018440149689584,0.9928535600865795,0.3110765412567188,0.4868052789966062,0.27543599178953426,0.24624779914313674,1e-08
residual,181,121897.69968046901,2114624.8734966796,1.0,-118213.50242811232,4.912911822110646,1.1661561109449523,-0.2836316261378148,0.43653829758395857,-0.07095699410670996,0.26916805851769304,1e-08
residual,182,19134.537925937613,223039.61021587419,1.0,-15449.286661499942,4.424356243076245,1.0629103597364598,0.26295921212459217,0.43790519516938364,0.06123869901734315,0.23857000037357123,1e-08
residual,183,35788.68360972697,495473.5617494198,1.0,-32104.286992785343,2.439663138303825,1.3100467627075727,0.17750192947718546,0.466363531060889,-0.40372621799959874,0.25073657170736824,1e-08
residual,184,16082.588517948358,180144.55717518728,1.0,-12396.992070311382,4.5161372739751435,1.0739397065153435,-0.1527467935014385,0.5137197613341963,-0.30160785969769793,0.24056151854711313,1e-08
residual,185,32923.23694283562,479231.6934818883,1.0,-29237.280951508947,4.648371839649287,0.9337093529050643,-0.26589225212799217,0.5232774879379493,0.1280186008405447,0.25902495418442467,1e-08
residual,186,369495.3005154851,7643437.543059961,1.0,-365808.3652408628,4.388984279072005,0.8851741274858074,-0.32118879685004387,0.4945189067923018,-0.13732283782951246,0.29295422307956587,1e-08
residual,187,295963.38099922915,6140239.013094351,1.0,-292281.0890181336,5.617843869920311,0.8014783619910821,0.7827844180280149,0.51756353102274,-0.25936767636005065,0.2931413440903914,1e-08
residual,188,33705.301483720985,476071.8156409234,1.0,-30020.98704350803,3.8763856685453346,1.1396533754577949,0.16995221685097783,0.5149510808456138,0.30234435935547316,0.25639005433579676,1e-08
residual,189,4080181.9922530227,99308957.16242456,1.0,-4076498.432098292,3.423001772069548,0.9083220716111888,0.19680460796004573,0.46194021396374607,-0.09417774730017484,0.32462735067696014,1e-08
residual,190,26635.488547430206,351615.0675298534,1.0,-22947.639003216325,4.259968238939363,0.8723477407827608,0.22366350664771983,0.4468802271328664,0.008660851381057067,0.2504841783774797,1e-08
residual,191,97123.95860008047,1656697.4329069261,1.0,-93435.9768517631,4.410821895209749,1.153524057929101,-0.52908885754369,0.4642765425575658,-0.18782473588372733,0.2675326889864523,1e-08
residual,192,97331.37076842325,1698489.9933010978,1.0,-93641.47278825492,3.7027612642786236,0.8914090168003038,-0.21196363197480816,0.47351919992723934,-0.03720994104183183,0.2744179519068743,1e-08
residual,193,59047.759603950304,952257.4669944245,1.0,-55360.344778184684,5.124822499529997,1.1121704599424387,-0.6238798094271543,0.5496012379840038,-0.272836745371078,0.2687051575674761,1e-08
residual,194,11285.161107096143,102127.80272323512,1.0,-7596.645277553373,4.4660628382698775,1.011634675936999,-0.7068627938460732,0.49836634921698114,0.23544035844146496,0.23451996357645288,1e-08
residual,195,255082.023778123,4810316.835305635,1.0,-251398.19429550986,3.686472265651785,0.8735023936044105,-0.12087395601388218,0.3896049360036008,-0.36896187368592714,0.28461029725448844,1e-08
residual,196,98168.20289964284,1697783.4982508332,1.0,-94477.45970126965,3.8032317606504553,0.8953547270086598,-0.3020482474186664,0.4666544529427548,0.006026176401943253,0.2741938262685798,1e-08
residual,197,9171.096422894407,70580.4206434203,1.0,-5481.167130159513,3.475891836130489,0.9536704021410548,-0.7624365049504532,0.5232127136388671,-0.26097343640695275,0.23080661155458448,1e-08
residual,198,16685.704583584542,180804.8796839856,1.0,-12994.073723653597,3.982130737002374,1.1618832512229025,0.009613902552719433,0.480676427253118,-0.23036600603258905,0.2393286925155173,1e-08
residual,199,24799.310859163204,340546.73904590285,1.0,-21109.142941845115,3.7667669039098817,0.8429198788104086,-0.033938114519083795,0.5621613600216422,-0.19844330726529869,0.2581938333287649,1e-08
residual,200,65003.269439924756,1044374.4205113276,1.0,-61312.08238535431,4.079112260151962,1.1696809483553694,-0.34858099232313206,0.5228777787089511,0.08985263905354486,0.26625322239738364,1e-08
residual,201,5837.803969660137,21808.573510592025,1.0,-2152.009179516388,2.863907023308522,0.8091336631992505,0.8925073518840377,0.40309043243683185,-0.3585304176963847,0.20630422720188743,1e-08
residual,202,15641.921192242686,165858.09914107565,1.0,-11951.759565879558,2.9747847872490882,1.324232655820679,-0.7315769960208831,0.538663266692607,-0.27911407952707873,0.23967748487160445,1e-08
residual,203,16807.55485194972,187997.12453143706,1.0,-13116.290149270068,3.394862843317398,0.9355320945994754,-0.37983771265281574,0.48653706755176196,-0.15616048868015986,0.24359528266022648,1e-08
residual,204,734768.9837370147,15799825.357866421,1.0,-731076.4196387366,4.017006494468688,0.8755052558219939,0.2151193011293936,0.5009692914817091,-0.14745596826087248,0.3095661922453097,1e-08
residual,205,29880.969367302067,398502.4195380666,1.0,-26190.04723263196,3.3364127541777187,1.1429437077346205,-0.1335314417282748,0.5115672929837524,-0.28805282643427155,0.25424482561030365,1e-08
residual,206,66268.34860439535,1065572.5240441023,1.0,-62574.872857874805,2.853925714738277,0.8812773310244195,-0.3540587094448122,0.4435867771829889,-0.1555728978164493,0.26935850463660543,1e-08
residual,207,24126.367553174896,326938.34876549145,1.0,-20435.866104680197,3.114878489915808,0.726217881172604,-0.36340507029611235,0.5145770345774009,0.22840684634024377,0.2580542832876548,1e-08
residual,208,208658.38604646118,3837417.6595171154,1.0,-204968.20312996386,4.04263815088717,1.292720013545604,-0.3229180149336747,0.4908915394486845,-0.36529752244494573,0.28576026166326224,1e-08
residual,209,7623.7007746997015,44634.95620081574,1.0,-3932.1830762462623,5.002696418812741,0.9790141395511416,-0.5412307146694546,0.4399851573297576,-0.34020986956546895,0.218085309099327,1e-08
residual,210,16317.623166890575,178168.84003839394,1.0,-12627.687329571652,7.575438552912943,0.9963611511132668,0.8426589853811505,0.5014177983132443,-0.13089520109702854,0.24328964171614514,1e-08
residual,211,10813.039625996997,92728.63064630528,1.0,-7119.6448176878275,2.3847033631403214,0.9218790273731394,-0.6503340720443331,0.48869079315618325,0.11394140303108523,0.2355774012152866,1e-08
residual,212,17497222.30517751,378349811.60663587,1.0,-17493531.932289436,3.8573769478739024,0.824479325266467,0.6202841044007971,0.49802792776050997,-0.482661809143905,0.36324850734571384,1e-08
residual,213,8069.560330293874,53698.14888467043,1.0,-4377.607874492832,4.945096030146303,0.8635907017784621,0.949465327291842,0.5039164026844827,-0.39155628531536857,0.2285238416876169,1e-08
residual,214,49433.01304336032,842148.9832778308,1.0,-45745.18946243466,4.964375703727918,0.8414146848322168,0.8904617852651228,0.4532529035106198,-0.3636645630186814,0.2582068736788747,1e-08
residual,215,3969034.3662761827,92944786.93837777,1.0,-3965343.1164906,3.652314135374677,0.6496285733660887,0.01232830855039746,0.5270374683608039,-0.05325634475511768,0.34518629044080856,1e-08
residual,216,351171.0169154201,6737710.84370496,1.0,-347479.3426089103,4.157744244229275,1.171903897032321,0.47947388084295606,0.5221473638230841,-0.09086744047757145,0.29732976797701804,1e-08
residual,217,205746.12114770978,3817073.449389527,1.0,-202051.96990783722,4.920943018334188,1.011519670830901,-0.7123416631438286,0.5114836845064207,-0.21665029012219272,0.2912996107300187,1e-08
residual,218,150966.3467171819,2700890.493529773,1.0,-147273.67705020838,6.71228447801447,1.0703143588102817,-0.29623374344815634,0.5063715197654103,0.08473486408335082,0.28413573528637814,1e-08
residual,219,21278.04631830993,261030.46302472372,1.0,-17587.832149710808,6.4850406109601595,0.9656870913605413,0.05842357546363597,0.4778987139504202,-0.20173809450996705,0.24606691947073436,1e-08
residual,220,67936.32878955892,1079530.4442165196,1.0,-64241.728516895135,3.982223715675982,0.9159556833048529,-0.6989238316789523,0.508326370371035,-0.3127901560634257,0.2755101854767788,1e-08
residual,221,2679712.0360616166,60768785.53215835,1.0,-2676018.5772670545,3.318291419058875,1.061631711334101,-0.16718402193686366,0.5227910220964889,0.17046377147704672,0.3290733303423244,1e-08
residual,222,319703.7457841193,6222759.000781207,1.0,-316009.5681513934,3.661981890169082,1.0674166618835113,-0.07891309429466742,0.4783747534245221,-0.21290796181568947,0.2960466789074442,1e-08
residual,223,437121.02810888836,8810962.144634306,1.0,-433428.47672529804,4.544798631668574,0.7344257340539966,0.11123982933639864,0.44732344940466096,0.15751140295304356,0.30430030921976237,1e-08
residual,224,215306.21008793946,3954440.9629567955,1.0,-211612.040697083,4.956024600167152,0.8928293997328813,0.21506956111023057,0.45416674786709527,-0.24531083525371541,0.2912494025121063,1e-08
residual,225,837726.6762570094,17378922.121481866,1.0,-834032.839416883,4.435588091300158,0.9601011851239336,-0.3094534080338543,0.46572552761230224,-0.08503417385117615,0.3118282204150548,1e-08
residual,226,13838.252574728496,135601.5013329344,1.0,-10143.725319331279,3.0832075173351647,1.0664329425346855,0.13327117799662846,0.4830510302821605,0.2738166429983773,0.2404663980050214,1e-08
residual,227,18381.431284738024,205975.06796975405,1.0,-14686.377907827791,3.7217345546012464,1.0661910081153076,-0.4018891118265236,0.47101395631770665,-0.21360219890775858,0.24406005786830895,1e-08
residual,228,258470.42792515687,4888111.979854277,1.0,-254782.0625167318,4.320337877731265,1.231044056859912,-0.6623073427600026,0.5782669410382272,-0.4416891544398279,0.29675498780646486,1e-08
residual,229,44823.52550270738,674159.7247785485,1.0,-41127.75011210136,2.5696214316526955,0.7966797152780078,0.17595620586366323,0.47088548901356275,-0.22742602201926626,0.26775188440306996,1e-08
residual,230,5588.335550091428,21054.52634895429,1.0,-1898.8884963769551,5.380035193686424,0.7487092486465106,-0.7123790729745001,0.5571377051818294,-0.36204760856638174,0.21897420405227339,1e-08
residual,231,8869.35256101931,65011.798161612336,1.0,-5173.923105372485,4.7837120584124975,0.9376167107597202,-0.450113171254312,0.5318380517399851,-0.3963225430873209,0.2335581107713297,1e-08
residual,232,6462.861425424357,27499.47632497294,1.0,-2769.2084545994094,5.1462181390790285,1.2442615946208326,-0.6422049877108799,0.45688590895653114,-0.05930251424689353,0.2073557545404973,1e-08
residual,233,5273.01172992408,15103.458609283265,1.0,-1577.2042508878476,3.208676781107539,1.1046617954571754,0.2114631238836383,0.5017396244147285,0.04811581782147366,0.20351748263729788,1e-08
residual,234,112547.27586711728,1930806.4868156882,1.0,-108858.36651353414,3.4522653929340743,0.9433729527994409,1.0705091958355464,0.4661786589716706,-0.05449437675577798,0.28003497482270395,1e-08
residual,235,951055.1720037281,19874753.419629324,1.0,-947360.8261963353,2.9986922937766574,0.9047709950625403,-0.2743234163534667,0.52631272189714,0.1685662068141909,0.31902810730206965,1e-08
residual,236,150041.89075826315,2586583.0119060953,1.0,-146347.60358128068,4.723125095661315,1.1874428542192612,1.6233541943266707,0.466137371374577,-0.034944817739359695,0.2809369089795678,1e-08
residual,237,16891.097616340765,188571.85236440075,1.0,-13197.182149662465,3.678049720980115,1.2267096571662406,-0.016963711679050197,0.5622697912298096,0.004530811584304603,0.24688166969864145,1e-08
residual,238,67362.54090201248,1112539.7267577995,1.0,-63668.861526618275,3.0360029572257883,0.7694541639720837,0.3514870470316097,0.5285235522258831,-0.33410606656388875,0.2778040040891354,1e-08
residual,239,16172.362491967599,186292.96113578082,1.0,-12477.725966206302,2.9678643178240276,0.7560695479137018,0.9288019154438173,0.5408024883612508,-0.13707440952708885,0.25511820946489666,1e-08
residual,240,32392.075020914832,427857.0833411757,1.0,-28700.53919562291,5.134480357572487,1.113099056107393,1.0730580318049712,0.4685995566236006,-0.308354714844386,0.25633112375283706,1e-08
residual,241,4405.7578109856395,5283.919729050114,1.0,-713.4791395548388,3.9964861365158457,1.1417454424549973,0.059486674554850016,0.4992935078518636,-0.336709819990496,0.1832929679695314,1e-08
residual,242,5738.1075474055215,18568.6768417844,1.0,-2047.311811605656,2.718362855105704,1.3494973342960637,1.5236907499715917,0.4737302755534673,0.19280530856299133,0.20166783223967694,1e-08
residual,243,401781.26099267096,7962087.574243159,1.0,-398090.4853792081,2.413454875521996,1.1760730209137378,0.3048636213642876,0.5644078388765551,-0.17243518029292124,0.305427697563603,1e-08
residual,244,17431.9664848342,187578.25114700376,1.0,-13740.786916750048,3.313587509943673,1.1675372405263165,-0.0001859912427611965,0.5036002442155418,-0.6058883095267361,0.24180824048136287,1e-08
residual,245,202527.90116169097,3803900.6754060723,1.0,-198836.9135126314,3.4133035562500424,1.0620631599346881,-0.5114027860664343,0.5049073370108464,-0.2081568195184387,0.28930785313492036,1e-08
residual,246,9362.799258306033,72954.11598061632,1.0,-5671.555256806524,3.7321499656954096,0.8490405790101051,0.06723587439184309,0.4915757349620753,-0.2980194401262997,0.23392397545597313,1e-08
residual,247,5560.597724033387,19550.736683120696,1.0,-1869.780549765929,4.040063863780123,1.0466178404379514,0.7997647277091838,0.5611339059873836,-0.1319608852305356,0.21193685755872035,1e-08
residual,248,4005.6781589743437,1464.136837656583,1.0,-317.64666365190396,5.921649509541503,0.883574530375955,0.22180037878799397,0.5027197045986499,-0.16209029187388468,0.1637353429510211,1e-08
residual,249,10674.905709968109,92858.47526974269,1.0,-6982.95462455535,3.4317553831717955,0.8434735322507892,-0.7853767753103856,0.5295623896724451,0.007607337260665333,0.2397079068831646,1e-08
residual,250,554951.1238255997,11255783.611104703,1.0,-551262.1066119962,2.720048517774989,0.9603160120796496,0.46595158886600896,0.5576287487845057,-0.20211454522106237,0.3131066339065186,1e-08
residual,251,45368.20313998262,678666.159163445,1.0,-41678.21842368467,2.6702759523931676,1.017442511210902,-0.4155485259099664,0.5103301115554753,-0.13805644204157774,0.26565298891881095,1e-08
residual,252,1512316.6722298842,32437579.763962675,1.0,-1508629.6211659163,4.2102654855433705,1.0224205256860137,-0.24391562392979627,0.44185984232954345,-0.2188873522364898,0.32044030960382947,1e-08
residual,253,6469.251172729886,31426.029054960716,1.0,-2780.542145607938,2.7844531272003357,1.0051930465290304,0.6836296703940675,0.5628384029863204,-0.2735279970559146,0.2211400194669982,1e-08
residual,254,5388.7179398222515,18945.82394411692,1.0,-1704.1715642846386,3.669952406448153,0.811980839366789,0.025654791871529192,0.651074499651078,-0.19029933875454408,0.22144284816811644,1e-08
residual,255,8171.632636665929,54066.90729658524,1.0,-4485.593558448428,3.9483424168936585,1.2561037109621678,0.7239622821291155,0.5503249439784699,0.0030169146373501318,0.2257102861353211,1e-08
residual,256,9623.5687960639,78351.06041871714,1.0,-5936.086408062309,4.31806964328914,0.8611324808152356,-0.1792376430835364,0.5469982118224267,0.0039894732168987024,0.23853326691713927,1e-08
residual,257,17418.693237204014,192763.7124440437,1.0,-13730.073346275236,3.782576996624135,1.0890110733180287,-0.2278613964065772,0.5262493575028724,-0.24943631074700828,0.24849761630272293,1e-08
residual,258,153695.21834863833,2700336.779246384,1.0,-150008.65729537935,3.5679994712356655,1.0070557777885192,-0.46233355888262045,0.49945152821717576,-0.4909706128472354,0.28814308385998494,1e-08
residual,259,11469.008501343571,103651.7958155521,1.0,-7780.277854778521,3.223874607828206,0.9252206612127755,-0.7813588023922801,0.5070957989423724,-0.10976907596894873,0.23994998798802855,1e-08
residual,260,5040.849488878744,13117.43724454457,1.0,-1353.6982465203566,3.5314663110906563,0.8373641704986124,-0.062220223526733065,0.48157152678548254,0.012581292512629431,0.20357112975233368,1e-08
residual,261,6204.217892793702,28434.662028545543,1.0,-2517.53872823279,3.5719274852763974,1.04142415144538,-0.07820801391016097,0.579131079023433,-0.1124267537616081,0.22110383320453175,1e-08
residual,262,459848.9126422131,9338699.77164489,1.0,-456163.05535836477,3.8104852959881885,0.8627654575440048,-0.5455022543363371,0.5058226040471311,0.08742119240706112,0.30789402516529074,1e-08
residual,263,7878.928101563959,49614.97795632539,1.0,-4194.173544066891,6.17385553466385,0.9967421123165918,0.1970854340042678,0.49546491797181463,-0.26362000547964864,0.22735610674446513,1e-08
residual,264,10107.889282388449,76137.1707200896,1.0,-6423.98056379874,4.060507814250799,1.4316120252044886,-0.7228953311359269,0.5033409090272631,-0.06492179545847901,0.22783581917995127,1e-08
residual,265,14140.141433109158,148148.36850527686,1.0,-10453.806057087593,3.4663250690794447,0.9020347207407369,0.5847099934386778,0.5370401771715283,-0.34352246715110707,0.24703780666865302,1e-08
residual,266,11602.884661688511,103005.48923411101,1.0,-7919.1059864070585,5.221979892021293,0.9350047282204165,0.40663450361111775,0.490931738771061,-0.21952323274969432,0.23791442647015887,1e-08
residual,267,12049.878515232667,112123.71282484556,1.0,-8364.226121499554,4.186352868600684,1.0044941446151845,-0.011678791995366034,0.5458564283561699,-0.1559568003493977,0.2431679615176052,1e-08
residual,268,40220.796848768055,598075.5697992839,1.0,-36535.644059946004,4.558083738908539,0.9322926447111728,0.3123952959168744,0.5440096485921301,0.0034456058048061337,0.2703031862762767,1e-08
residual,269,12686.28475466406,126116.65979276139,1.0,-9003.252918394779,4.234556001912187,1.0509543145233107,-0.33950885069030834,0.6210791424177388,-0.2637401791414749,0.2461490585483337,1e-08
residual,270,12224.144409827315,117014.74630213373,1.0,-8539.613039344638,3.2563626701038926,0.8034970936915977,-0.7313570645268601,0.534254093439676,-0.44315740736376097,0.24558703995200126,1e-08
residual,271,11908.999396561747,105236.87649215557,1.0,-8224.560296222937,2.791043471888366,1.1341268257318697,2.0125071871342435,0.5085611642730643,-0.04784150706234725,0.23492277449911206,1e-08
residual,272,1925413.3285764758,43406843.55529085,1.0,-1921729.8794931513,3.267999419575529,0.96444099661408,0.009668396712323557,0.46942012532044347,-0.3569583935841762,0.32786771915121155,1e-08
residual,273,11561.889790247631,103100.48938342357,1.0,-7878.630496576788,2.962435904068601,0.8734389806158194,0.12015503978417286,0.502973779519359,0.20957362135119376,0.2396416397283078,1e-08
residual,274,182961.4347533348,3467719.4453710523,1.0,-179277.527567702,4.689969790756235,0.9828503632346085,0.48763267310358216,0.5637549187386924,0.08165923588444103,0.2953232108507341,1e-08
residual,275,68553.95753189054,1123396.2094947041,1.0,-64867.76837337196,4.080226377464118,0.939375232348218,-0.11738481224891406,0.5290539583415141,-0.019426367968952907,0.27702277197552094,1e-08
residual,276,4668.730978424623,8534.705207860176,1.0,-982.8319946605568,3.6787337023237243,0.9210236982114575,0.9031198402419695,0.5304445838441985,-0.2950098870092813,0.19997319799099003,1e-08
residual,277,4681.305762045462,9025.514120508586,1.0,-999.3624345920692,5.0880772700582995,0.6580071966826996,0.30516801091814905,0.482754148679314,0.22637086635685869,0.2022212547244985,1e-08
residual,278,4279.996060386684,3750.8221763444208,1.0,-595.9897810337411,3.9368531718519595,0.9446795016001717,-0.5459853883981707,0.5001466586908031,-0.2675091182283446,0.18102805455550508,1e-08
residual,279,5688.011943798793,20676.509712493906,1.0,-2002.695384801091,5.063407156476222,0.9301007972527774,-0.03249402399601953,0.4759880888667008,-0.12302040817716,0.2111774625805359,1e-08
residual,280,15933.396497737787,181404.2896939468,1.0,-12251.048952881061,3.7132789938172657,0.9209010789083639,0.16279819203773327,0.6259731925331197,-0.17355555344389503,0.2560308045054117,1e-08
residual,281,29928.785696104722,408983.9813419293,1.0,-26245.285802993814,3.2333915925283963,0.9155136714763141,-0.2474083325455526,0.4879046578868801,0.049559277465974605,0.260921031186113,1e-08
residual,282,48774.17283261068,755275.744311909,1.0,-45091.22730142641,4.371693736844946,1.0467208713353862,0.4478673346459391,0.5245344874629619,-0.3859587622172373,0.2688639301896044,1e-08
residual,283,12123.063368980402,104301.7418200163,1.0,-8439.739282772822,5.170786433791605,1.1236328006359666,-0.6922646470166924,0.45336778134417816,-0.07563470111476449,0.2345861399091914,1e-08
residual,284,10444.712362256281,87406.14031021866,1.0,-6761.955460199832,5.940517922437094,0.8364629066273607,0.06069927939839359,0.5185101466375798,0.04137539488789595,0.24176445703902977,1e-08
residual,285,4776.180938238034,9483.86815441266,1.0,-1095.3418046667261,5.648109159946789,0.975017493498417,-0.637276345089594,0.48835103432891325,0.36576520240275834,0.19758343804361164,1e-08
residual,286,20736.782158213864,243257.35662546562,1.0,-17057.07564336363,3.160983431500371,1.173922261033817,-0.1968865359726809,0.5027027626111924,0.37968348657519413,0.2507512372335142,1e-08
residual,287,57711.174941383695,889995.6622659725,1.0,-54027.82963465623,4.170990455263157,1.1321033201856174,-0.5644764152589921,0.49584494763536197,-0.16138947276305243,0.2700288539857692,1e-08
residual,288,4449.877174194619,6535.293052674143,1.0,-771.0848633001123,3.9590583447747187,0.7298853670200953,-0.7167692861961619,0.5498963040340518,-0.040551684085576696,0.20212973283372068,1e-08
