Model,best_seed,multiplier,n_fit,n_cal,n_test,max_fit_jitter,max_calibration_prediction_jitter,max_test_prediction_jitter,Raw_RMSE,Raw_MAE,Raw_CRPS,Raw_Coverage,Raw_AIW,Cal_RMSE,Cal_MAE,Cal_CRPS,Cal_Coverage,Cal_AIW
Gaussian BNF,333,1.5,219,61,94,1e-08,1e-08,1e-08,12.880517179258817,9.450313432227498,6.909631669103431,0.9042553191489362,46.093027308677634,12.880517179258812,9.450313432227494,7.225155434303895,0.9893617021276596,69.13954096301646
