multiplier,RMSE,MAE,CRPS,Coverage,AIW
0.5,16.113118862284917,12.336215111564234,10.596582687727492,0.39344262295081966,15.505528532114864
0.55,16.113118862284917,12.336215111564234,10.466549702780464,0.4098360655737705,17.056081385326348
0.6,16.11311886228492,12.336215111564236,10.344743402662507,0.45901639344262296,18.606634238537833
0.65,16.113118862284914,12.33621511156423,10.230670567074915,0.4918032786885246,20.15718709174932
0.7,16.113118862284914,12.33621511156422,10.123770630800404,0.5081967213114754,21.707739944960814
0.75,16.11311886228492,12.336215111564233,10.024308581708619,0.5573770491803278,23.258292798172295
0.8,16.113118862284924,12.336215111564238,9.93224108853649,0.639344262295082,24.808845651383788
0.85,16.113118862284917,12.336215111564238,9.846230842167984,0.6721311475409836,26.35939850459527
0.9,16.11311886228492,12.336215111564236,9.765159731310186,0.7049180327868853,27.909951357806758
0.95,16.113118862284914,12.33621511156423,9.689484054810473,0.7213114754098361,29.460504211018243
1.0,16.113118862284914,12.336215111564231,9.61924099079333,0.7213114754098361,31.01105706422973
1.05,16.113118862284917,12.336215111564234,9.554753378894445,0.7213114754098361,32.56160991744121
1.1,16.11311886228492,12.336215111564236,9.495354806806823,0.7377049180327869,34.1121627706527
1.15,16.113118862284917,12.336215111564233,9.441082112225743,0.7377049180327869,35.66271562386418
1.2,16.113118862284917,12.336215111564231,9.391299644200362,0.7377049180327869,37.21326847707567
1.25,16.11311886228492,12.336215111564238,9.34631172867519,0.7377049180327869,38.76382133028715
1.3,16.113118862284917,12.336215111564227,9.30619363025706,0.7377049180327869,40.31437418349864
1.35,16.11311886228491,12.336215111564231,9.269882094832573,0.7704918032786885,41.86492703671014
1.4,16.11311886228492,12.336215111564231,9.236881789567157,0.7704918032786885,43.41547988992163
1.45,16.11311886228492,12.33621511156423,9.20785597983225,0.7704918032786885,44.966032743133105
1.5,16.113118862284924,12.336215111564236,9.182198507301546,0.7868852459016393,46.51658559634459
1.55,16.11311886228492,12.336215111564234,9.160008711507247,0.8360655737704918,48.06713844955609
1.6,16.113118862284917,12.33621511156423,9.14107381206693,0.8524590163934426,49.617691302767575
1.65,16.11311886228492,12.336215111564231,9.125175421835104,0.8524590163934426,51.168244155979046
1.7,16.11311886228492,12.336215111564234,9.11247937264895,0.8524590163934426,52.718797009190546
1.75,16.113118862284914,12.33621511156423,9.10314120496608,0.8852459016393442,54.26934986240202
1.8,16.113118862284928,12.336215111564242,9.096759534827331,0.9016393442622951,55.81990271561351
1.85,16.11311886228492,12.336215111564238,9.092795910739703,0.9016393442622951,57.370455568824994
1.9,16.113118862284924,12.33621511156424,9.091231975262156,0.9344262295081968,58.921008422036486
1.95,16.113118862284924,12.336215111564236,9.092431106996756,0.9344262295081968,60.47156127524797
2.0,16.11311886228492,12.336215111564236,9.096166092980884,0.9344262295081968,62.02211412845946
2.05,16.113118862284928,12.33621511156424,9.102270188488605,0.9344262295081968,63.572666981670935
2.1,16.113118862284928,12.336215111564233,9.111008461448845,0.9344262295081968,65.12321983488242
2.15,16.11311886228492,12.336215111564234,9.122117388736005,0.9344262295081968,66.6737726880939
2.2,16.11311886228492,12.336215111564234,9.135458333828044,0.9508196721311475,68.2243255413054
2.25,16.11311886228493,12.336215111564247,9.150858132210795,0.9508196721311475,69.77487839451688
2.3,16.113118862284924,12.336215111564238,9.168124987127793,0.9508196721311475,71.32543124772836
2.35,16.113118862284928,12.336215111564243,9.187116930542658,0.9672131147540983,72.87598410093986
2.4,16.113118862284924,12.336215111564242,9.208022199908623,0.9672131147540983,74.42653695415136
2.45,16.113118862284924,12.33621511156424,9.230767086757357,0.9672131147540983,75.97708980736286
2.5,16.113118862284924,12.336215111564242,9.25547757897601,0.9672131147540983,77.5276426605743
2.55,16.113118862284924,12.336215111564234,9.28170668383776,0.9672131147540983,79.0781955137858
2.6,16.113118862284924,12.33621511156424,9.30975837127104,0.9672131147540983,80.62874836699729
2.65,16.11311886228492,12.336215111564236,9.339266346304598,0.9672131147540983,82.17930122020877
2.7,16.11311886228493,12.336215111564243,9.370011203140688,0.9672131147540983,83.72985407342028
2.75,16.113118862284924,12.336215111564238,9.401887230740344,0.9672131147540983,85.28040692663176
2.8,16.113118862284924,12.336215111564238,9.434951132952408,0.9836065573770492,86.83095977984325
2.85,16.11311886228492,12.336215111564233,9.46937030660893,0.9836065573770492,88.3815126330547
2.9,16.11311886228492,12.336215111564238,9.505151520190166,0.9836065573770492,89.93206548626621
2.95,16.113118862284924,12.336215111564234,9.542185505531203,0.9836065573770492,91.4826183394777
3.0,16.11311886228492,12.336215111564236,9.58035089231973,0.9836065573770492,93.03317119268918
