Model,best_seed,multiplier,n_fit,n_cal,n_test,max_fit_jitter,max_calibration_prediction_jitter,max_test_prediction_jitter,Raw_RMSE,Raw_MAE,Raw_CRPS,Raw_Coverage,Raw_AIW,Cal_RMSE,Cal_MAE,Cal_CRPS,Cal_Coverage,Cal_AIW,AlphaMean,AlphaSD,AlphaMin,AlphaMax,PhiMean,PhiSD,PhiMin,PhiMax
Adaptive NSST-BNF,222,2.2,219,61,94,1e-08,1e-08,1e-08,10.508164535186575,8.271503244109164,6.0035413689852595,0.8297872340425532,29.394668912378368,10.508164535186571,8.271503244109168,6.3105312594110705,0.9787234042553191,64.66827160723243,-0.08103713740555255,0.40125382135025583,-1.0103117925960186,0.3383613855486599,0.20434511606505162,0.04205847840840507,0.1748148641092515,0.38999350585454545
