stage,iteration,negative_elbo,grad_norm,kl_beta,loglik,phi,sigma,jitter
joint,228,1643233.165073833,40766296.15333646,1.0,-1640719.056776938,0.3185056669853495,0.588568526250227,1e-08
joint,229,162858.76564880816,3418056.4893211126,1.0,-160345.40162042208,0.28852408182980716,0.6557177771704747,1e-08
joint,230,25379.19015904221,362516.92162076087,1.0,-22864.37017880663,0.2557983258267287,0.5777096711644041,1e-08
joint,231,41348.78110900119,664545.6995937887,1.0,-38832.704827923924,0.2654932927932021,0.5669826451717155,1e-08
joint,232,343795.14857776044,7446693.130204179,1.0,-341277.9785453305,0.2941130163937878,0.5287434210976991,1e-08
joint,233,26027.771805762877,385569.3628501481,1.0,-23511.5910238691,0.25808282043498004,0.6006640612311829,1e-08
joint,234,1959140.8832816514,50368292.25280558,1.0,-1956623.9254258752,0.3218583793041674,0.5965409150183264,1e-08
joint,235,25910.10041715282,378323.13616648933,1.0,-23392.677267787814,0.25718032779610744,0.5836834541942209,1e-08
joint,236,325083.1504202229,6873679.517594124,1.0,-322564.1041777662,0.2970715357741741,0.565154987875453,1e-08
joint,237,3993119.405286556,103188991.84769256,1.0,-3990602.1752519356,0.3263365074620002,0.48182104190948255,1e-08
joint,238,269837.44181001704,5582032.321401322,1.0,-267318.01297753036,0.2887067007860973,0.5035881160931,1e-08
joint,239,1479982.6909597516,36616796.82853244,1.0,-1477463.175940541,0.3168781434344977,0.5878742358104911,1e-08
joint,240,1167412.1121088616,28064523.40089923,1.0,-1164891.7438713664,0.31270242348690525,0.5668310364301143,1e-08
joint,241,5160526.186569194,134921979.791122,1.0,-5158006.428746481,0.3334262837732663,0.5634003663002752,1e-08
joint,242,31480.72115585049,473574.8275017834,1.0,-28959.95419383713,0.26114988733226396,0.5942719802716658,1e-08
joint,243,333649.6199270675,7507299.161121633,1.0,-331129.02233134035,0.29979748065571016,0.6437146746459445,1e-08
joint,244,406180.19905484305,8791526.472963022,1.0,-403657.5917983343,0.3014150912871497,0.5616959605251487,1e-08
joint,245,1792331.0696291635,44779313.61001473,1.0,-1789809.2236073606,0.3224631519858092,0.6009667928175336,1e-08
joint,246,1220578.6518356553,29657128.326628953,1.0,-1218055.4991500326,0.3152232660224678,0.5604095559081836,1e-08
joint,247,55440.092632985,952003.7686347638,1.0,-52916.125172243985,0.26958270265734446,0.5731463434608143,1e-08
joint,248,122373.91081316977,2361612.382691566,1.0,-119850.45756380646,0.2862317760571231,0.6401707402171816,1e-08
joint,249,3760205.027739138,99893149.6969019,1.0,-3757681.4669434754,0.3304005218132684,0.59256584972176,1e-08
joint,250,39337167.13363614,982122618.2701113,1.0,-39334645.785943806,0.3642958752982735,0.5859579248837967,1e-08
joint,251,426902.2501616859,9178730.488984652,1.0,-424376.02868099586,0.3017440683048912,0.5594007910037047,1e-08
joint,252,13034.542096713798,143725.71655422408,1.0,-10510.173056795265,0.2397562432352752,0.5205518519710725,1e-08
joint,253,202945.1951067942,4171656.9582648813,1.0,-200418.0603643641,0.2883223686697492,0.5981193775536944,1e-08
joint,254,271868.11095453036,5748614.764957085,1.0,-269341.52402915235,0.29980589645097827,0.6363971465165671,1e-08
joint,255,154034.06470689486,3063327.1071282066,1.0,-151506.84023563156,0.2908245323700764,0.6374520516233269,1e-08
joint,256,27557.595514866312,408856.3797840794,1.0,-25029.411252319358,0.25765432186536713,0.5579550316696508,1e-08
joint,257,748947.2098283378,18148708.70775857,1.0,-746418.3192265525,0.3075974862088088,0.5748154198313534,1e-08
joint,258,197079.12922313611,4037908.9251611303,1.0,-194549.7437572717,0.29147012285351054,0.6061221110281689,1e-08
joint,259,86351.23724887101,1601450.4341459677,1.0,-83821.61628852232,0.28036525332709805,0.6205104518024672,1e-08
joint,260,109514.38088856578,2081228.5655755033,1.0,-106983.62100158555,0.2793454858444204,0.5474100154973319,1e-08
joint,261,87350.50524122032,1561692.0121150601,1.0,-84820.05141858867,0.2734538672496093,0.5062003443976775,1e-08
joint,262,15585.20058832562,184302.57716124185,1.0,-13055.295844272685,0.24418571614830284,0.5323103401748713,1e-08
joint,263,1738553.8724385607,42276817.801007174,1.0,-1736023.3550240991,0.3179650088755979,0.5095906075085532,1e-08
joint,264,134072.61049220318,2569424.973108537,1.0,-131540.03329527148,0.2830419487606665,0.5467174426961445,1e-08
joint,265,366489.0657220045,7775338.746310902,1.0,-363956.6895118014,0.29721158209438403,0.5177923515769798,1e-08
joint,266,246291.88085790534,5347674.842887697,1.0,-243758.50119375798,0.2935202373857218,0.5774128950955818,1e-08
joint,267,17938.20734029796,239206.9843590356,1.0,-15405.509433665853,0.25264171604123953,0.607667716906971,1e-08
joint,268,65605.82436237656,1110856.8003882514,1.0,-63071.49191485511,0.2723392487843307,0.5654816899685743,1e-08
joint,269,184494.82131836482,3956031.271687303,1.0,-181961.84772780893,0.2922717409354394,0.6657830359767403,1e-08
joint,270,147789.80566048936,2913418.5133299157,1.0,-145254.50143268838,0.2854840490865466,0.550316679520792,1e-08
joint,271,14224.402004508547,170144.6477615626,1.0,-11689.979884469192,0.2455154802592373,0.554520569015678,1e-08
joint,272,40435.29808028794,644805.4070798594,1.0,-37899.38637614569,0.266447336557797,0.5969826318108251,1e-08
joint,273,1780074.3679389914,43744574.49987891,1.0,-1777539.1539895276,0.3235399727916293,0.5793792252033432,1e-08
joint,274,82875.34486195807,1544657.9559719425,1.0,-80338.2318750361,0.2786189935380754,0.5895284032925034,1e-08
joint,275,32085.182417699234,508243.8140629523,1.0,-29548.440956752704,0.2664941625325885,0.6324307005985309,1e-08
joint,276,374427.8453348644,8141766.770822986,1.0,-371890.19949305075,0.29911268044420536,0.5367824497883718,1e-08
joint,277,112311.6708830735,2135152.877229102,1.0,-109772.96812500803,0.28315955852372854,0.5796337915557653,1e-08
joint,278,308666.27513472294,6788823.310743196,1.0,-306129.0252815216,0.30260929960172867,0.6633230616978224,1e-08
joint,279,247559.77965118748,5179655.85970658,1.0,-245020.8851851376,0.29157919351219624,0.5134166583516522,1e-08
joint,280,192091.16892476485,3811895.997438963,1.0,-189551.3420251392,0.28920188632627497,0.5263991040048058,1e-08
joint,281,1070694.298467685,27827068.809030496,1.0,-1068155.495722833,0.3173868360271362,0.6436726619893965,1e-08
joint,282,29942.53614972151,456070.1609467803,1.0,-27401.573028187402,0.26287088039518525,0.6172364151595743,1e-08
joint,283,171438.64245226208,3452971.46682394,1.0,-168896.5598003361,0.28990893872206785,0.5844135072264831,1e-08
joint,284,227724.44557431777,4992875.90181319,1.0,-225183.2150466319,0.2975894431145767,0.6579313495746582,1e-08
joint,285,80746.42829969949,1473093.9602554003,1.0,-78202.94350123145,0.27724288838050515,0.5755990475540239,1e-08
joint,286,20535.918104399,286888.11672157905,1.0,-17992.754247006545,0.2509672390108001,0.5483953993285821,1e-08
joint,287,1271001.048469503,30550294.535030756,1.0,-1268459.452029163,0.3147100330523412,0.48694752203481245,1e-08
joint,288,14941.62996411125,181385.0305960928,1.0,-12397.333988816148,0.2490125867838469,0.5953600630826777,1e-08
joint,289,99286.2455015217,1855109.3705990575,1.0,-96740.786379742,0.2829356566501444,0.6162490563868656,1e-08
joint,290,104740.66030567429,2048928.2332464512,1.0,-102194.41548947895,0.28236905213498603,0.5627256736185429,1e-08
joint,291,104095.20303405744,1968244.932404732,1.0,-101548.41584685603,0.2828453132395109,0.5833671376081937,1e-08
joint,292,16868.739204828886,215622.56300305837,1.0,-14322.085494038614,0.25126694364991936,0.5746306420405213,1e-08
joint,293,36583.695891494324,606769.2169777494,1.0,-34036.88286057535,0.2702705838023391,0.6516293438916091,1e-08
joint,294,83195.146909989,1574629.8439154013,1.0,-80646.84859015993,0.2792942200896276,0.5809856371494699,1e-08
joint,295,8060.0487701430575,71190.45505095074,1.0,-5513.6060614877815,0.23147202511620774,0.5826281709279447,1e-08
joint,296,54141.86058068893,948782.0389390659,1.0,-51593.043699714435,0.2730953767112314,0.6205529067249457,1e-08
joint,297,181404.50504308037,3634113.253620367,1.0,-178855.29793646125,0.29249256267969703,0.5797184974549375,1e-08
joint,298,130833.82075932938,2527789.9959682766,1.0,-128284.06112713131,0.28597381217258827,0.5796796565458636,1e-08
joint,299,261957.49172016044,5674865.390010185,1.0,-259407.77081411425,0.29233246024358966,0.5445124316449725,1e-08
joint,300,87569.05730045943,1680200.884188619,1.0,-85018.61060301999,0.28219372183944275,0.6162066929750248,1e-08
joint,301,71463.65011368645,1276466.4627110546,1.0,-68912.58882360645,0.27421972746498363,0.5633112124275065,1e-08
joint,302,77113.33061767371,1379743.2922286023,1.0,-74562.21769302161,0.2758512269912804,0.5370631834110313,1e-08
joint,303,33130.10056045808,539918.7549719545,1.0,-30578.14428981314,0.2645516783992982,0.5809885179469573,1e-08
joint,304,10775.177200406297,123144.58092876179,1.0,-8224.165212453738,0.24354998866503136,0.635674668827681,1e-08
joint,305,13280.510979010154,162786.6808614461,1.0,-10728.487805112141,0.2476721661420777,0.6139183588618528,1e-08
joint,306,696946.420674843,15945580.225732148,1.0,-694397.1115239722,0.30554897506119916,0.47453894433880445,1e-08
joint,307,17346.793224266552,238890.96649746914,1.0,-14793.785324973667,0.2550713405007995,0.6249054340434523,1e-08
joint,308,70388.19786845545,1289180.716028604,1.0,-67834.20513686318,0.2762602408144122,0.5812321840925815,1e-08
joint,309,69847.39265121028,1230736.057820629,1.0,-67294.09823606882,0.2749435715410462,0.5189995406875842,1e-08
joint,310,115917.73430098328,2344235.8991317637,1.0,-113363.20486229837,0.2856661273263242,0.6061807089402836,1e-08
joint,311,6272927.76335434,170641874.27082568,1.0,-6270376.122199915,0.33850208316503716,0.5862019328130209,1e-08
joint,312,240753.77424188692,5085949.50836141,1.0,-238199.23917008852,0.2987490890699114,0.6372278484139663,1e-08
joint,313,85361.03742106102,1554912.1408267436,1.0,-82805.8036065228,0.27679587133748595,0.529075724438392,1e-08
joint,314,20838.535558608855,289502.8540531026,1.0,-18282.218530495822,0.2570619222503441,0.5982943796606285,1e-08
joint,315,28134.96155557614,450736.36297206575,1.0,-25578.450681793915,0.2629228005828628,0.6416601855635691,1e-08
joint,316,6028.021334774057,39292.98745202739,1.0,-3473.303452317614,0.22398669813064126,0.5770057078762595,1e-08
joint,317,25987.10460037582,377037.1308881494,1.0,-23430.2622640841,0.2574520778436454,0.5333453077933324,1e-08
joint,318,69051.20812511607,1232755.4146986578,1.0,-66493.20292880545,0.27857760488879535,0.6033829690511753,1e-08
joint,319,17720.346579866102,239477.3270941234,1.0,-15162.357584957268,0.25459282040348546,0.6165484745862653,1e-08
joint,320,10804.87958933932,109606.96500714475,1.0,-8247.389272308299,0.24005788236203945,0.5710797980200578,1e-08
joint,321,28497.25194110458,431078.7039138036,1.0,-25938.38868538737,0.2645809465181626,0.6067756751679332,1e-08
joint,322,7617.555476857617,64009.80483662298,1.0,-5059.907206535079,0.23420646460087075,0.6013237416014022,1e-08
joint,323,8293.560721070364,74594.90690997923,1.0,-5735.661455254622,0.23555427190026182,0.578705558984705,1e-08
joint,324,9875.164280413632,93957.42669543638,1.0,-7317.421327342383,0.23807106709622966,0.545683294965278,1e-08
joint,325,29277.873327325855,466815.30118004634,1.0,-26720.038142163266,0.2688944011935837,0.6968766144889423,1e-08
joint,326,27084.7499404692,395749.00629776635,1.0,-24525.412372861974,0.2596066665599721,0.5666329070248978,1e-08
joint,327,40393.617713504835,681262.929794597,1.0,-37834.14376136819,0.2722804234962893,0.6405179767728741,1e-08
joint,328,226648.1730160495,4903915.202243176,1.0,-224091.09366148897,0.2920605335880799,0.4963865082516956,1e-08
joint,329,27842.25877317688,423778.26228079596,1.0,-25281.98901788264,0.2634653314158789,0.5962990988216241,1e-08
joint,330,63026.45922897465,1221290.688809868,1.0,-60468.13726039489,0.2817497749782205,0.7139917407211858,1e-08
joint,331,157576.43382463523,3500786.7257838594,1.0,-155015.90219251186,0.28783976838360537,0.6154808311248827,1e-08
joint,332,111739.4357189388,2121446.913995878,1.0,-109179.56179028262,0.2836641502160133,0.5274496603784106,1e-08
joint,333,114782.13213188984,2308692.25609513,1.0,-112221.1236991738,0.2842181661404196,0.5553189649281713,1e-08
joint,334,93484.02763577261,1784671.7488732059,1.0,-90922.15601171523,0.28136837609466797,0.5791044601060522,1e-08
joint,335,22630.94598397552,341283.6401335259,1.0,-20068.3803643422,0.25888450670202895,0.602518013326277,1e-08
joint,336,4819.487682680411,26391.801745559413,1.0,-2260.3168990128406,0.22360396546950664,0.7019061958183908,1e-08
joint,337,10979.873908180172,122148.61354081592,1.0,-8417.277153332812,0.24164726435101166,0.5905831869103273,1e-08
joint,338,12270.447931336079,133657.0183725646,1.0,-9709.640854880454,0.24304401329385308,0.5081305849086586,1e-08
joint,339,40599.52822167467,685456.9478613916,1.0,-38035.78892957273,0.27085755237352105,0.5930461740510624,1e-08
joint,340,30739.984336406225,516132.09712808393,1.0,-28178.09512047551,0.27087490428870703,0.7217231991545734,1e-08
joint,341,16840.748576599133,240152.69294227439,1.0,-14276.574185116488,0.2540269424203006,0.6058478616761609,1e-08
joint,342,26388.602437921265,404294.0930700814,1.0,-23824.08881343263,0.2625238085234388,0.5842279493084943,1e-08
joint,343,14190.91351739628,180503.02252571806,1.0,-11626.179077007742,0.2518379224524017,0.6180222303379194,1e-08
joint,344,91053.88579843774,1726349.0613436026,1.0,-88489.21080981949,0.27873516272966886,0.5610211724184682,1e-08
joint,345,438851.5508085997,10457110.716355944,1.0,-436287.48679454124,0.3068065937204574,0.5995162964186295,1e-08
joint,346,33828.20203428977,589412.9873028579,1.0,-31262.641511751463,0.2677034631869741,0.6594260569811985,1e-08
joint,347,38044.273084928995,642518.6917200981,1.0,-35477.95370507748,0.2696187441120276,0.601674840825637,1e-08
joint,348,10406.016668137416,117316.52833652949,1.0,-7840.653858411507,0.2485815548620136,0.690171680345008,1e-08
joint,349,9850.743763732968,100115.48468359862,1.0,-7285.013475603162,0.24068566255203613,0.5568891412756424,1e-08
joint,350,8707.113018711634,90598.45244633604,1.0,-6141.130963489806,0.243930769977214,0.680371406986783,1e-08
joint,351,7026.91643030633,56807.17792076755,1.0,-4460.593429287733,0.23412468667167377,0.6268884520160544,1e-08
joint,352,11437.7628050938,128517.05775450956,1.0,-8870.547020751923,0.24748955184621885,0.6147866599173993,1e-08
joint,353,6354.741653618331,45593.52826556028,1.0,-3788.4079180254685,0.2314677464717704,0.6150440562800411,1e-08
joint,354,15997.826551203047,212403.47102785116,1.0,-13430.349926413564,0.2537267729531187,0.6065923543472239,1e-08
joint,355,593860.4250269049,13901856.351324689,1.0,-591295.645849649,0.30673813704025166,0.541675745497507,1e-08
joint,356,24847.269934265663,384117.57419009216,1.0,-22279.514742032607,0.26243829386572776,0.6176887225073942,1e-08
joint,357,71899.4486588795,1388747.7282122958,1.0,-69331.9096873618,0.2808740307344833,0.633220151001928,1e-08
joint,358,41311.98767849843,716230.2256696424,1.0,-38743.9320433016,0.27117926355789634,0.6201469263250302,1e-08
joint,359,570964.594317728,13445007.374424698,1.0,-568398.6176888391,0.30907713494952704,0.5690212460275355,1e-08
joint,360,67003.36262227224,1328833.340919061,1.0,-64438.2304483824,0.2858118439271954,0.761893801201708,1e-08
joint,361,8676.913423376198,81274.84687000311,1.0,-6109.267620902025,0.23718000421361235,0.5585194178573476,1e-08
joint,362,5924.158320641601,42991.04928047799,1.0,-3356.2322815819557,0.23266033116668472,0.671849223188982,1e-08
joint,363,9050.624194578671,92306.96902638614,1.0,-6481.86697301354,0.24394958636332728,0.6740143762078727,1e-08
joint,364,70025.00522550968,1415389.550559797,1.0,-67455.60005247578,0.2801177286323884,0.6136290360145533,1e-08
joint,365,28763.485453025092,464257.4325073442,1.0,-26194.960717486854,0.27112201768866273,0.7133079805924968,1e-08
joint,366,26187.0076955975,418869.0010228425,1.0,-23617.242495590537,0.2669471566951872,0.6728037667973428,1e-08
joint,367,76398.55511769695,1493244.9422487044,1.0,-73829.46236531646,0.2780415766663937,0.548550836936783,1e-08
joint,368,18869.782131033262,263948.43956135015,1.0,-16299.496417089975,0.26111190314323784,0.6817893918479352,1e-08
joint,369,37712.8312416053,683078.7570627112,1.0,-35141.74450526604,0.2701327687503971,0.6359387559194372,1e-08
joint,370,36405.13839274773,610361.2694679555,1.0,-33833.74257556283,0.26992249704647187,0.6042794303292435,1e-08
joint,371,26609.872371259327,420792.1235034653,1.0,-24038.077329538934,0.2605624131162581,0.5933311313552325,1e-08
joint,372,458337.51540688757,11294112.017135551,1.0,-455767.242828081,0.30730784868418726,0.6061914475331465,1e-08
joint,373,18594.008985480406,260244.281252071,1.0,-16021.978062221771,0.2528806912421614,0.5632467974592537,1e-08
joint,374,7690.126573798465,73836.30300779727,1.0,-5118.021582479313,0.24051710452400724,0.6962119149813715,1e-08
joint,375,113103.99013681398,2548724.62342403,1.0,-110533.0984331882,0.2937258592079271,0.7298247167405295,1e-08
joint,376,47233.82462811488,844047.2927101876,1.0,-44660.08446503874,0.2750782604338267,0.6124790194293991,1e-08
joint,377,56768.16436069675,1069476.548643114,1.0,-54194.09472141623,0.27843679282350325,0.626363756943428,1e-08
joint,378,8306.622307325042,76060.26600897961,1.0,-5733.052376599895,0.23569557884023726,0.5690272877755905,1e-08
joint,379,15140.504005458159,191923.20083100916,1.0,-12565.801794894307,0.25172715332359785,0.5788046643447669,1e-08
joint,380,5066.703758282381,30327.33240182655,1.0,-2492.747658599797,0.22525934937014222,0.6688392786268402,1e-08
joint,381,11997.056852200247,136804.0145340724,1.0,-9421.521370951374,0.24809544294492517,0.6088863008470126,1e-08
joint,382,6993.669909346935,51632.25266816928,1.0,-4420.502443493005,0.22908313019880241,0.5403948974183761,1e-08
joint,383,47450.05624059239,828121.2672535382,1.0,-44874.64251427756,0.2734733753434102,0.5927815828826418,1e-08
joint,384,8340.158492955336,78226.07312781377,1.0,-5764.5045049231485,0.23922771340709048,0.6426994858597713,1e-08
joint,385,10749.991987503194,115174.11599762055,1.0,-8174.071075647605,0.24622002630659506,0.6137499273104045,1e-08
joint,386,31005.814651763947,533635.2852705304,1.0,-28429.785859529184,0.2666099840134857,0.6127659293456161,1e-08
joint,387,134209.33800369583,3106199.173178391,1.0,-131635.62914440932,0.29505878536574154,0.7228226797954638,1e-08
joint,388,84549.86631971419,1679642.1031807223,1.0,-81974.18876622157,0.2826566538778221,0.6079824434104387,1e-08
joint,389,10623.716985809519,122436.75284562225,1.0,-8047.463522871555,0.24782223112843346,0.6834938339832548,1e-08
joint,390,53467.34534709537,1002056.154273019,1.0,-50891.02830833688,0.27809879347349814,0.661478249900235,1e-08
joint,391,75394.56846576308,1396901.1981658225,1.0,-72820.12313644034,0.27679309545271197,0.5328306179484192,1e-08
joint,392,10743.035718246534,127692.6201550874,1.0,-8165.743450157993,0.24978036186117014,0.6667988939024714,1e-08
joint,393,77208.60609711194,1547474.9138362317,1.0,-74631.8022119811,0.2833904757783041,0.60619458759333,1e-08
joint,394,23698.574364832508,388078.34275210014,1.0,-21120.612361963318,0.26568800099448625,0.6583221464672899,1e-08
joint,395,11698.54396454702,140668.62825931312,1.0,-9120.632115527402,0.25264086472382,0.7014371424392176,1e-08
joint,396,77447.967511193,1565306.318476827,1.0,-74869.91621226631,0.283448635512088,0.6567068687958882,1e-08
joint,397,9491.093183596302,97249.47822338426,1.0,-6913.378874991366,0.24075636527630498,0.5577877315042253,1e-08
joint,398,15802.21882238619,205237.0856534588,1.0,-13222.585232287924,0.25587151920010404,0.6226423547201104,1e-08
joint,399,27107.447926305034,419521.8916213437,1.0,-24527.871071076355,0.26566793754391343,0.5970048874618762,1e-08
joint,400,7154.631082169724,60987.65564744534,1.0,-4574.665541006535,0.23918380232471678,0.6833056440270637,1e-08
joint,401,9715.983617990703,100950.96600557417,1.0,-7135.225905940184,0.24807738397493032,0.6622552928454303,1e-08
joint,402,26495.172188045515,438751.9851751364,1.0,-23915.788492723732,0.2725244736399457,0.7422482117036814,1e-08
joint,403,6407.290496020343,50700.071642397066,1.0,-3826.2772620415235,0.23575513240236917,0.6780102068853012,1e-08
joint,404,17976.948211581526,241166.61068178146,1.0,-15396.702677292731,0.2567039432224378,0.5544234273353896,1e-08
joint,405,12758.131261778779,174520.7017340715,1.0,-10175.887429867997,0.2513579030276402,0.6402448330706721,1e-08
joint,406,9685.208863351028,113000.02018601411,1.0,-7102.935604076591,0.24816613989929212,0.6877408291014067,1e-08
joint,407,12985.087669041914,175744.25175075847,1.0,-10402.197356013447,0.25389251355659953,0.6547814433253064,1e-08
joint,408,29314.955253178076,525682.1127321612,1.0,-26732.30949337659,0.27098028676417263,0.6831075949345033,1e-08
joint,409,11190.258200328215,131561.56543157244,1.0,-8607.33021450507,0.25410713559725495,0.7119193843622231,1e-08
joint,410,23984.43345689582,373878.6234559398,1.0,-21401.08743641787,0.26792061127282063,0.6900216127696687,1e-08
joint,411,62797.65724005309,1189029.1405597308,1.0,-60214.62472474558,0.27427311848699926,0.5902065995956494,1e-08
joint,412,37230.8723428198,722578.9654766876,1.0,-34647.58613883519,0.2770288655836868,0.7121859355908783,1e-08
joint,413,59467.61353678935,1142083.2440787489,1.0,-56883.5453018728,0.27990827838838256,0.6396799638057261,1e-08
joint,414,3714.108717649828,9180.96322633578,1.0,-1132.0359422827205,0.2073563324138559,0.7062892162214947,1e-08
joint,415,359900.1773395221,8901858.60214904,1.0,-357319.41785914195,0.3048340212342294,0.5625433256260565,1e-08
joint,416,5733.177112481017,37154.79538970727,1.0,-3148.826892443041,0.2297448255261463,0.643280544629805,1e-08
joint,417,5061.364381357285,27919.73725877023,1.0,-2477.572301048265,0.22492666629121466,0.6349214735398596,1e-08
joint,418,9517.611072550626,95648.56441838817,1.0,-6933.300841749128,0.24535990586312445,0.6346226931531143,1e-08
joint,419,16014.483584322737,223032.76921232475,1.0,-13430.477103613403,0.2578509222717712,0.6428789748115087,1e-08
joint,420,14054.240416745035,182223.42953842797,1.0,-11471.052219693289,0.25138892750346903,0.5953746610686176,1e-08
joint,421,15269.499145656337,209514.26408330817,1.0,-12686.476774669745,0.2525794066828093,0.5986975751510223,1e-08
joint,422,13019.190549387615,163044.3994747766,1.0,-10436.04672890322,0.252174695008982,0.6145093840389458,1e-08
joint,423,13109.489823237684,165052.70499598605,1.0,-10526.481358030444,0.25228186977169986,0.6136766127981875,1e-08
joint,424,32286.0373432978,574698.8269424334,1.0,-29703.892551548997,0.27334811879581583,0.7159778873052485,1e-08
joint,425,4577.32816968222,20812.674186151842,1.0,-1995.8937374023221,0.21777599716976853,0.6097527488915905,1e-08
joint,426,7172.169001520817,66326.56713067333,1.0,-4589.246115456031,0.24077935036097056,0.6673768202714014,1e-08
joint,427,9333.949623385937,100717.04651823861,1.0,-6751.2114258817355,0.24687404252997602,0.6811475446687322,1e-08
joint,428,11459.772482982828,128948.58385910725,1.0,-8878.003193305763,0.2482151673479262,0.5907170286988095,1e-08
joint,429,12765.839509820047,158869.57440195436,1.0,-10183.26471270466,0.25435317020652704,0.6630492902324873,1e-08
joint,430,29045.649199180236,553544.5625804203,1.0,-26463.524019886983,0.26795369173624456,0.6788131610278558,1e-08
joint,431,18254.705689566857,268926.6166298378,1.0,-15672.419264953456,0.2612803388323184,0.6925183092793143,1e-08
joint,432,5993.195576495111,44827.32413868471,1.0,-3411.165472694027,0.23635612228747677,0.7206622395490129,1e-08
joint,433,27485.073396225358,511011.190987172,1.0,-24903.593892684312,0.2705233550436232,0.7319956574814664,1e-08
joint,434,4754.279839317581,22374.010236338552,1.0,-2173.0884490543376,0.22029074511027608,0.6069816428091285,1e-08
joint,435,10692.856105101697,138680.33223621658,1.0,-8110.329625994774,0.25055873661166905,0.701227555348646,1e-08
joint,436,16664.9006952486,233188.5515445054,1.0,-14082.524392047464,0.26065687246783453,0.641837032090641,1e-08
joint,437,296877.59029788984,7359397.854482146,1.0,-294298.31027600303,0.3060035260253209,0.6578265482033024,1e-08
joint,438,10513.660698921389,120394.03531382473,1.0,-7931.030063480686,0.24963628468587382,0.6398332640950594,1e-08
joint,439,6566.0759882278235,48398.058214422155,1.0,-3984.8962870924142,0.2324217024974809,0.5806343804473506,1e-08
joint,440,12904.065285197808,153610.1182446493,1.0,-10323.079648370223,0.24723530209782854,0.5679165706632435,1e-08
joint,441,23603.532875385135,365002.29174940503,1.0,-21021.177883730597,0.26458092398189736,0.62850994103911,1e-08
joint,442,18613.449925305707,273949.2042405314,1.0,-16031.81867726445,0.25775943364125536,0.5841360001718994,1e-08
joint,443,10751.859157166964,128497.56814263768,1.0,-8168.6568302363075,0.2537606585725394,0.6910145315027315,1e-08
joint,444,5674.394125788731,37777.71251951629,1.0,-3092.3952860722316,0.2260304588754579,0.5977293853035931,1e-08
joint,445,5162.612020686085,31209.15877665975,1.0,-2579.5067865772235,0.23015266210304297,0.7056484161901302,1e-08
joint,446,25130.47509898399,402565.6808006005,1.0,-22547.85210249732,0.27183786121801456,0.7057476887059214,1e-08
joint,447,5489.779654086511,39960.43468421842,1.0,-2910.3682207295433,0.24107191456115892,0.8544757138113388,1e-08
joint,448,5631.067153706623,39893.16698225035,1.0,-3047.8946267307165,0.23655648777929825,0.7158264876138023,1e-08
joint,449,80531.43268046717,1805731.0049175003,1.0,-77950.67172842711,0.2874964064740404,0.7460453419880115,1e-08
joint,450,3609.0774699687636,7466.301361494701,1.0,-1028.2058767497247,0.20432545923273474,0.6905590100928146,1e-08
joint,451,3494.9476855756293,5890.051989759823,1.0,-915.1564414236243,0.2014478240003711,0.7066898082356147,1e-08
joint,452,9385.86452564595,116108.46314580385,1.0,-6804.953398713048,0.25206718524090194,0.742893767508108,1e-08
joint,453,10674.942378688305,116274.7465505241,1.0,-8094.479816041893,0.2504824174947364,0.6523798782279244,1e-08
joint,454,14211.35234128085,197324.9152275613,1.0,-11631.93157369427,0.26013440379369707,0.6893041912546791,1e-08
joint,455,5119.777957571963,28603.237394100368,1.0,-2541.482301849632,0.2258887411200724,0.6396488078737497,1e-08
joint,456,26497.777198500742,482620.8539892584,1.0,-23920.165815466193,0.26730393816048514,0.6777643366510018,1e-08
joint,457,10727.463526146934,127100.3273477944,1.0,-8150.090107296238,0.24876870606420712,0.644391392275105,1e-08
joint,458,4505.006609954706,20692.014945157614,1.0,-1928.8651291957995,0.22781051735042238,0.7475370673105389,1e-08
joint,459,4921.8634593779025,26473.887295969973,1.0,-2345.7057111020467,0.22798897576039379,0.6863236689362722,1e-08
joint,460,12329.73953600546,154655.82505095893,1.0,-9754.165073791128,0.2555210145975887,0.7005204427902864,1e-08
joint,461,9520.264336554652,110032.77403991947,1.0,-6945.392694774847,0.2522295778987064,0.7281007398918893,1e-08
joint,462,5910.554182215443,41697.1097233016,1.0,-3335.8001144633245,0.23603009814419224,0.67822802680112,1e-08
joint,463,5587.898470197042,37824.365798345854,1.0,-3013.5896327426963,0.23490504635320963,0.6784229038867137,1e-08
joint,464,4456.838927841391,17555.675653910395,1.0,-1885.3891009114122,0.21763715486152482,0.5901629400825861,1e-08
joint,465,5674.449589947804,38860.33872904014,1.0,-3101.0804554124516,0.23461994484787344,0.6796969258173445,1e-08
joint,466,7470.628696220072,69341.05137562755,1.0,-4897.711329098715,0.24192099678794649,0.6741865312694438,1e-08
joint,467,9853.13828283636,108587.91596557114,1.0,-7280.8054839961,0.253785450212129,0.6951991362880717,1e-08
joint,468,9138.017258435804,99809.0280712352,1.0,-6565.978414135789,0.2515222908171437,0.6993914353531514,1e-08
joint,469,9594.90063629216,114877.17056080171,1.0,-7023.079581382471,0.24950974415234006,0.6895993296030491,1e-08
joint,470,5861.655373082689,48396.27440127458,1.0,-3290.294291150789,0.23877900239895278,0.7384269165319167,1e-08
joint,471,5217.414887672756,36479.820773319116,1.0,-2649.318012413958,0.24138462362919394,0.8573774871978521,1e-08
