stage,iteration,negative_elbo,grad_norm,kl_beta,loglik,phi,sigma,jitter
joint,472,26154.271345928737,429256.47085202386,1.0,-23584.088497922574,0.26896406244657095,0.6581900627204804,1e-08
joint,473,11430.580950622547,145135.73905597776,1.0,-8859.641739606097,0.25444240922043426,0.6968980080101232,1e-08
joint,474,45795.01826541981,964047.5893401747,1.0,-43225.89096888581,0.28023488388543816,0.7327341751472092,1e-08
joint,475,9412.405429017967,107591.47828398312,1.0,-6841.407326758659,0.24879913341819598,0.6865349556626195,1e-08
joint,476,14104.251425222601,203888.60378028618,1.0,-11533.743141654473,0.2566476410844919,0.6537446049346239,1e-08
joint,477,3541.785515972582,7192.167194334856,1.0,-972.5527119685579,0.20453512255236891,0.6754997510745879,1e-08
joint,478,3422.115949477725,6155.078996680504,1.0,-853.4906943647122,0.20270004623364218,0.713188820645951,1e-08
joint,479,16545.653602472692,238542.3742673007,1.0,-13976.456308175666,0.263129345097486,0.7087908122691426,1e-08
joint,480,11094.410433602594,148135.77148260735,1.0,-8525.491402888932,0.2520379108311025,0.6863395267216773,1e-08
joint,481,36633.380762891924,682576.387186551,1.0,-34066.522354247805,0.27446537441039776,0.6615855751624088,1e-08
joint,482,5465.578495248975,41018.148482899676,1.0,-2898.37318011289,0.23622151000930333,0.774486606178731,1e-08
joint,483,4799.710749734788,26291.43890021294,1.0,-2232.5125377743157,0.226339666535168,0.6825556507649153,1e-08
joint,484,12060.75458326277,158147.00715895713,1.0,-9494.726259734196,0.2596814112950861,0.7521004428321739,1e-08
joint,485,5930.136192232593,46357.66503115498,1.0,-3363.6554510082588,0.23557738363250763,0.707621706265597,1e-08
joint,486,5027.722340574139,30706.3503318131,1.0,-2461.859150803771,0.23074460011069686,0.6746998205334935,1e-08
joint,487,9596.21472742127,107555.1145016494,1.0,-7030.927006117583,0.2498891649087702,0.6731714458012049,1e-08
joint,488,4583.695421054864,22808.116772115412,1.0,-2018.9827147969377,0.2240078482780897,0.6652848870692863,1e-08
joint,489,7724.3726382579225,80933.1139268663,1.0,-5159.7073850086135,0.24230944951816005,0.6840852337543231,1e-08
joint,490,7023.858143196663,62835.852082517995,1.0,-4459.617287873807,0.2430566410048372,0.6852634983182617,1e-08
joint,491,25493.40182536154,433524.0692865576,1.0,-22930.852115257,0.2725079394120678,0.7040670588963144,1e-08
joint,492,8136.010329963306,84721.21059165263,1.0,-5572.626161776638,0.24570631342555452,0.6675409830701585,1e-08
joint,493,3403.1693622345274,5334.9163266257765,1.0,-841.969547861385,0.20021255385928746,0.6741457684987584,1e-08
joint,494,5373.717310167151,36251.66759748752,1.0,-2811.018317765794,0.23395430488007843,0.6893567284213495,1e-08
joint,495,6909.706296592547,63235.53832455816,1.0,-4347.793149720168,0.2454363823649441,0.7313035252798077,1e-08
joint,496,9584.86856193693,124836.57474842464,1.0,-7023.6308197008675,0.24916977195146858,0.6931243541053493,1e-08
joint,497,3806.2464093637896,12056.486736644441,1.0,-1246.1824698062178,0.21300740285149808,0.685262121346202,1e-08
joint,498,3544.8746948471835,7600.332325753372,1.0,-986.293844395528,0.20518796606251874,0.6719001082245133,1e-08
joint,499,73447.68561697597,1612653.161569875,1.0,-70893.13100562748,0.2927660939605258,0.8124653446445647,1e-08
joint,500,3400.364821758344,5955.192793217715,1.0,-843.4180790201328,0.2071742818075355,0.7620404652641898,1e-08
joint,501,3729.7379982396674,11889.169148935769,1.0,-1172.9076065528488,0.21764352209836174,0.7403610620814889,1e-08
joint,502,3271.8380172962857,4151.9711060889285,1.0,-719.0548397439123,0.19125211116411125,0.6786413850879806,1e-08
joint,503,3472.5187963425683,7193.226615277097,1.0,-919.0065240113801,0.20819419959259539,0.7047742125243738,1e-08
joint,504,10327.041751989176,120695.4629353609,1.0,-7774.735280071974,0.25277388313699956,0.6763653731850116,1e-08
joint,505,12554.491034296001,183163.11153402177,1.0,-10006.117310188474,0.26667084095156307,0.8410974046622579,1e-08
joint,506,6576.3012387106555,59498.74262927195,1.0,-4026.1807918071663,0.23955043593904818,0.7095333055305808,1e-08
joint,507,12554.968823098057,168578.89208014926,1.0,-10006.873801185768,0.26037435560028904,0.7446354084729259,1e-08
joint,508,10134.762491479043,128907.17047059078,1.0,-7589.056331602336,0.2592218765663038,0.8314327512428695,1e-08
joint,509,5072.862245779776,32619.695904625518,1.0,-2526.157445287027,0.23546477690799525,0.7797392384651322,1e-08
joint,510,4473.071505164322,21321.768333100506,1.0,-1927.2307655688892,0.2232826602812177,0.6709345790985631,1e-08
joint,511,62864.46303667871,1350713.8105036302,1.0,-60323.3764208415,0.2903386682192507,0.814223353631654,1e-08
joint,512,6883.309560651907,61758.16922048011,1.0,-4338.624912211713,0.2417528309958508,0.6814628425093427,1e-08
joint,513,3592.239204153676,9402.562816790107,1.0,-1048.4519099161894,0.2131488910458853,0.7464314443624426,1e-08
joint,514,6489.330633120428,54523.98626218547,1.0,-3945.7443499163064,0.2406717028545468,0.6972865926787458,1e-08
joint,515,10802.68734132226,140101.0858718435,1.0,-8260.1743893205,0.2546876613045081,0.7066082867697473,1e-08
joint,516,4878.01376731447,31144.960531196324,1.0,-2335.697749121591,0.2328347419153541,0.7750544635583627,1e-08
joint,517,4702.567772103666,25515.67287369844,1.0,-2160.4467768904738,0.2306099076361581,0.7264375177667844,1e-08
joint,518,5307.516271424716,37116.782010710755,1.0,-2765.888246322707,0.23230109540744867,0.729044972440002,1e-08
joint,519,5987.273550005244,50203.25055862728,1.0,-3447.2481117529355,0.24208152597275218,0.8184292670985417,1e-08
joint,520,4981.387803213456,29366.196382253234,1.0,-2440.8149873222123,0.23227167265401685,0.6972440021437495,1e-08
joint,521,9038.42516114193,110038.43861151178,1.0,-6498.582626198451,0.25044924403025753,0.7220499501492273,1e-08
joint,522,22489.431650438477,358657.88258203625,1.0,-19951.3982738117,0.27087025863202147,0.7085282668526294,1e-08
joint,523,4961.182099817632,28999.219775712816,1.0,-2421.5569206344417,0.23344087312978318,0.7243977809202594,1e-08
joint,524,3705.908045142469,10261.00730811213,1.0,-1167.3601185548976,0.2133156483616275,0.6889251400766409,1e-08
joint,525,14712.551757065907,220475.29958015637,1.0,-12177.004514357815,0.25561454081897805,0.6091275520655863,1e-08
joint,526,3545.5988422082974,9582.599970318464,1.0,-1007.913210895687,0.2165260926262337,0.7934868190336618,1e-08
joint,527,6433.667749498693,59894.14306703694,1.0,-3897.6438763743054,0.2462459095082192,0.8505394831295552,1e-08
joint,528,38054.69611057911,773148.6364286633,1.0,-35519.977237897794,0.27926007025353783,0.7445467390548053,1e-08
joint,529,4634.761049483016,25467.018562229434,1.0,-2097.6804706821968,0.23249420579426325,0.7373150915579143,1e-08
joint,530,3788.568446013851,13272.233360046277,1.0,-1252.323268059671,0.21486880582235826,0.7135742636286894,1e-08
joint,531,7705.307647935597,81625.52739669674,1.0,-5169.946563525794,0.2504947859791909,0.7872904604286126,1e-08
joint,532,3580.0347155426603,10145.055394415333,1.0,-1044.7596311844159,0.2153209364362282,0.7754071872674371,1e-08
joint,533,4323.472566916837,21050.508280881386,1.0,-1788.3256960918218,0.22642590841151625,0.7191437216147935,1e-08
joint,534,4134.031367203385,15633.338300699756,1.0,-1601.6029836201994,0.21870929581918158,0.6277410619482126,1e-08
joint,535,3546.0517827066947,9219.658056343962,1.0,-1012.7277588995348,0.21664203067562002,0.7986192914164116,1e-08
joint,536,14763.73774348556,220516.328867078,1.0,-12234.341837061856,0.2581527922247032,0.6110302285082981,1e-08
joint,537,2944.482036257717,1680.911113598255,1.0,-416.8299379615733,0.19102341782079443,0.8892616116284967,1e-08
joint,538,11775.57727191872,146963.20699196061,1.0,-9247.045568500746,0.25382850859945444,0.6379416294221522,1e-08
joint,539,3413.8933548404843,7587.358908878653,1.0,-885.0311794523163,0.2073754042047036,0.7155100926792582,1e-08
joint,540,6515.217597316859,59179.772080536815,1.0,-3987.596780659372,0.24793428328166878,0.7851073113393354,1e-08
joint,541,3254.822540409193,5160.4838595116735,1.0,-728.9060946772757,0.20278390528210163,0.7235059086206207,1e-08
joint,542,4120.865523688743,17476.37974657283,1.0,-1595.657506989616,0.2203538087808918,0.6976351077466817,1e-08
joint,543,4557.96476621714,25069.489504063964,1.0,-2033.7603573265912,0.23128429254508606,0.7253561806013308,1e-08
joint,544,3547.3103113437405,8936.692473734587,1.0,-1024.6168483284696,0.21464956691675066,0.7676657712557832,1e-08
joint,545,4135.220807803281,19682.441680384207,1.0,-1614.034048104832,0.22874298483002933,0.8129671455439027,1e-08
joint,546,3185.204672466991,4545.169538687455,1.0,-666.4081980161,0.19702677631413565,0.7307747633978467,1e-08
joint,547,18395.113979913007,315084.97513644316,1.0,-15878.159453437227,0.2666170595756316,0.7734075437354498,1e-08
joint,548,5961.39168872622,50933.570290369666,1.0,-3444.152878745046,0.2396676668567746,0.7220184933831577,1e-08
joint,549,3391.2204100300364,7330.199604719888,1.0,-875.4808735615247,0.20799319078929973,0.7353912671235213,1e-08
joint,550,5018.642375476362,32306.24684312231,1.0,-2503.6780890831997,0.23518230019349315,0.7478900140809258,1e-08
joint,551,3474.4938226932704,8905.256361006283,1.0,-960.8740213569386,0.21424541014131218,0.7647477923336592,1e-08
joint,552,6363.802728279801,59795.23366990687,1.0,-3851.6876166990314,0.24351203684477946,0.7927548448020637,1e-08
joint,553,8866.44140037612,105756.23347953195,1.0,-6355.781039373892,0.25258234950862485,0.7735238943530641,1e-08
joint,554,5557.209293144788,44471.636582137224,1.0,-3046.955889060175,0.2405397232067997,0.785322370566099,1e-08
joint,555,4829.366205391975,27571.842137720974,1.0,-2320.8983112656756,0.22896207860991385,0.6647248552614023,1e-08
joint,556,4021.19107823835,16650.483147647195,1.0,-1512.3569079482793,0.22903916776984784,0.7900537331319833,1e-08
joint,557,4030.941991049127,15252.79334778486,1.0,-1524.2130446585772,0.22154014930634108,0.6616209615559451,1e-08
joint,558,4115.241400950325,20143.65885278524,1.0,-1607.8681834845704,0.2259828275984761,0.7814580434257928,1e-08
joint,559,3382.9505744680473,8258.817726326202,1.0,-876.6378767634117,0.21452340593518957,0.8006004153329042,1e-08
joint,560,4226.235300726457,20294.112328227675,1.0,-1720.4182830931666,0.2238562144630569,0.7451041609205111,1e-08
joint,561,6477.42540188818,60118.7124668559,1.0,-3972.9264548962324,0.24380988433892706,0.7873217755356682,1e-08
joint,562,5652.936220905767,45434.617079335534,1.0,-3148.9631733912333,0.24046363758664135,0.7809578792133509,1e-08
joint,563,6013.924507188124,53349.49721633864,1.0,-3511.9241966065874,0.2475433054038175,0.8591856793046313,1e-08
joint,564,4215.235483456609,21266.02487078423,1.0,-1712.0689207608714,0.22593949434032592,0.7563377185788536,1e-08
joint,565,8210.65795477663,89981.69982078146,1.0,-5709.13253798169,0.24684496052759097,0.7098003367071479,1e-08
joint,566,9477.31366352216,120381.41813020884,1.0,-6976.624746582071,0.25665837611670045,0.7993974379204577,1e-08
joint,567,3335.9822979849887,6946.404127194051,1.0,-834.4704810775747,0.21332472934524038,0.7973151821561189,1e-08
joint,568,3767.4096170460452,14252.367517058112,1.0,-1266.369608344661,0.2193682658445298,0.7312073388228075,1e-08
joint,569,2956.351832506141,2702.351312300511,1.0,-458.24631054464373,0.19583349015340304,0.8736147772683265,1e-08
joint,570,3523.0465489667367,9503.335765713953,1.0,-1023.5372304241753,0.21573154791849916,0.7722457267673283,1e-08
joint,571,3138.7612758374344,4660.5026185463275,1.0,-641.260473308764,0.19943591312636852,0.7597873592830531,1e-08
joint,572,3610.499960156897,11394.62981238519,1.0,-1113.6922143940585,0.22195023902325875,0.8255756509248823,1e-08
joint,573,4051.1245750160874,17172.12309907938,1.0,-1555.470926931504,0.22325529833823152,0.7343324336173936,1e-08
joint,574,4436.947571008259,23348.53856822918,1.0,-1942.6670957049243,0.22920770660317466,0.7276891915904785,1e-08
joint,575,3051.504701904201,3550.604661070784,1.0,-560.0010845355705,0.19204669072787353,0.7276564910383484,1e-08
joint,576,3270.7423339543448,6103.31304230558,1.0,-779.4076736098946,0.20722146381903883,0.7299181975653858,1e-08
joint,577,3214.004165517802,5601.497790334572,1.0,-724.2896609723468,0.20494290310937027,0.7354024257764906,1e-08
joint,578,3895.578117969103,17856.95323705209,1.0,-1410.7073137983227,0.23354790253260688,0.9714454749085761,1e-08
joint,579,3962.5668918756355,16055.796158672474,1.0,-1475.466668611026,0.22553784011119682,0.7403275846725129,1e-08
joint,580,4088.349102946174,19551.883427902085,1.0,-1602.4966086277407,0.2273192639457593,0.7787129916997703,1e-08
joint,581,3001.1476169434613,3347.459425105033,1.0,-517.63307295776,0.1994482913755565,0.8237017285647192,1e-08
joint,582,13003.998473975913,195414.12745386126,1.0,-10522.469212858205,0.2546126374576192,0.7554374599369154,1e-08
joint,583,3665.4947134514096,13142.755771419537,1.0,-1183.8374809068384,0.22138931632897402,0.793725972321833,1e-08
joint,584,3366.5752201337423,8190.2867236021075,1.0,-886.3846962470799,0.2131165920426913,0.7598579299215029,1e-08
joint,585,3340.7866150897908,8311.812484053458,1.0,-861.8368025003954,0.2161085931308779,0.8066186153281097,1e-08
joint,586,3620.1128976550526,13013.676700436721,1.0,-1142.4569340263263,0.2219382735254555,0.8130181988853838,1e-08
joint,587,3299.412360840937,7705.125794124805,1.0,-823.1357472051922,0.21327011708945104,0.8196818290955471,1e-08
joint,588,10121.990447286244,138441.92196592185,1.0,-7648.401112971072,0.2534529509510199,0.7455913017240935,1e-08
joint,589,6547.699885508348,63516.4856279331,1.0,-4074.3911093142037,0.2444131345211487,0.8009531680810237,1e-08
joint,590,3088.070191076844,4995.380626344624,1.0,-615.6728959205755,0.21017661078439615,0.8599897189625398,1e-08
joint,591,3186.376640398131,5780.292188614016,1.0,-714.7649565308091,0.20499249165792294,0.777740810909354,1e-08
joint,592,3988.7089921348966,19839.773950480587,1.0,-1519.27707565351,0.23389510130944374,0.8889995069963355,1e-08
joint,593,3016.04881567832,3669.8073206013178,1.0,-547.3717173084856,0.20467029253535757,0.8616953151978611,1e-08
joint,594,4046.9839940191664,19289.83924446288,1.0,-1580.117552359282,0.23395789730074948,0.8924914962109936,1e-08
joint,595,4456.339059672862,27309.75910302342,1.0,-1990.07359179229,0.23529224740345084,0.8491334587548189,1e-08
joint,596,3145.1116078537143,4932.56891788715,1.0,-681.2617761122763,0.2014030983487674,0.6903650076744948,1e-08
joint,597,5143.2268376060765,35634.02993626873,1.0,-2679.4726942961297,0.23777508743008394,0.7433935784129008,1e-08
joint,598,2996.962528749231,3627.852243081788,1.0,-534.7167483964806,0.2037569408432517,0.8806823804583307,1e-08
joint,599,7046.628666146889,80877.37344210048,1.0,-4585.65652121078,0.2446609037379937,0.7605279432033724,1e-08
joint,600,3894.380598653848,17823.98871204637,1.0,-1434.6331615015874,0.23049567099082308,0.8867474926516523,1e-08
joint,601,3913.70948815891,15979.545001256207,1.0,-1454.8446857611154,0.21926344298455783,0.7190032897954332,1e-08
joint,602,3033.0420843317997,3665.4449120466625,1.0,-575.4393058648378,0.19803849002384216,0.7534564141493134,1e-08
joint,603,3032.962988191368,4650.876491005793,1.0,-576.6667098241787,0.20808021342515617,0.8861967264184742,1e-08
joint,604,4766.261612251117,31060.64067167518,1.0,-2310.949200702635,0.2369407341420803,0.7900186423443303,1e-08
joint,605,4244.90961052737,22624.948594906542,1.0,-1790.6092822529567,0.23113845228504148,0.7998513412566739,1e-08
joint,606,3383.6614299748726,10056.940622822684,1.0,-932.7950766359197,0.22302556063963505,0.9616876446995648,1e-08
joint,607,4370.785899837188,24461.690972617755,1.0,-1919.0748463028726,0.2349149930222473,0.8310767754584465,1e-08
joint,608,3426.5552931324987,9645.131914737396,1.0,-975.3533277104389,0.21855736011291332,0.8040652176613919,1e-08
joint,609,3165.762370693199,5566.325911706907,1.0,-715.7111383026452,0.20964543738437025,0.7914744022074461,1e-08
joint,610,10047.75040431461,133047.9285991689,1.0,-7601.631017375174,0.26169434802720193,0.8550810808025907,1e-08
joint,611,2936.719653937715,2634.6633983705015,1.0,-489.76582623372235,0.1925692528921236,0.8090508309189471,1e-08
joint,612,2935.5358164275217,2640.0335796565173,1.0,-489.84962543571686,0.19485898813481084,0.779330028930483,1e-08
joint,613,2980.2225896099617,4122.8779869089685,1.0,-537.8110844513494,0.21131790572465442,0.9685006587798589,1e-08
joint,614,4048.8676776132006,19796.91139098674,1.0,-1606.8201925635738,0.22063003701973352,0.7182818482652019,1e-08
joint,615,3014.327579455835,3989.5487964477175,1.0,-573.552414477956,0.20104132223575902,0.7596683034726582,1e-08
joint,616,3201.59533503303,6742.024000538886,1.0,-762.3308934599766,0.20739640498492473,0.7569573438457321,1e-08
joint,617,3138.469979385485,5845.966548133057,1.0,-701.0030712826722,0.21120454617260248,0.883869182819019,1e-08
joint,618,3592.2370216870095,13699.980127212059,1.0,-1156.850216805593,0.22737377872585343,0.8986909929649619,1e-08
joint,619,3195.8765685025255,6063.366523935884,1.0,-761.7314483548242,0.20890075504291558,0.7471271322414265,1e-08
joint,620,3304.0361780884145,8263.95434628539,1.0,-870.9020011889708,0.21369640869700865,0.7996659071387947,1e-08
joint,621,2956.9022778733506,3777.6735776557707,1.0,-525.6824807410047,0.20106655595350775,0.8304711767828147,1e-08
joint,622,4334.866716138504,24318.316990042804,1.0,-1905.5046185675574,0.2319121798606138,0.7843313158431956,1e-08
joint,623,6058.454276873506,56700.837671839785,1.0,-3631.5140673683354,0.2460486984632018,0.8390893737903332,1e-08
joint,624,2779.3256960117246,1800.336137887611,1.0,-354.9066038001291,0.1789872999891273,0.7957972521128408,1e-08
joint,625,3254.7837548345933,8095.393291997981,1.0,-829.9021654912729,0.21060259251546637,0.776927582917937,1e-08
joint,626,3055.339263289409,5484.712293635695,1.0,-632.1445564140037,0.20959250441532948,0.8484996152281407,1e-08
joint,627,3394.248737307754,9990.15995408663,1.0,-972.7861682939601,0.21772515270518492,0.8003228722216791,1e-08
joint,628,3483.5684669001193,11197.492514171663,1.0,-1064.0925680293228,0.22285664564310814,0.868965274751885,1e-08
joint,629,3928.784166820893,19673.98738937386,1.0,-1510.8641620896767,0.22751445166159992,0.8368264079210982,1e-08
joint,630,2813.5541311396273,1843.8959344846362,1.0,-398.24569222794963,0.1892251842484922,0.7721294137841884,1e-08
joint,631,3110.2476134541894,6026.924909738385,1.0,-695.4300110290467,0.20959572578713756,0.849801222435,1e-08
joint,632,2945.737429709822,3606.5663632114033,1.0,-533.2166444876846,0.19898804181613505,0.7817779078548365,1e-08
joint,633,3053.3574848127564,5517.571079582254,1.0,-642.2310917413877,0.20894455585299254,0.8540351573172373,1e-08
joint,634,3021.894581985347,5270.254069853973,1.0,-612.6090457302441,0.20880582778876586,0.8518922744070108,1e-08
joint,635,3809.321364392958,16158.037461918857,1.0,-1402.0466211258563,0.2248325941368005,0.8075798042187368,1e-08
joint,636,2845.5218586774417,2850.131963776955,1.0,-442.01969234014064,0.2024386672919902,0.9817355153893413,1e-08
joint,637,2976.957321537415,5062.827552729113,1.0,-574.555666967924,0.2111792090378589,0.9597577751141494,1e-08
joint,638,7289.067294325971,83556.60960726286,1.0,-4889.679588447472,0.25539722449607294,0.8815391199093524,1e-08
joint,639,2800.8522290659766,2097.409490910859,1.0,-401.2066922120021,0.1913006759265006,0.8054585347859052,1e-08
joint,640,3057.163272698427,5996.694432403676,1.0,-659.035044281192,0.21483116010259104,0.906800878080924,1e-08
joint,641,2792.4915036390803,2166.97400774189,1.0,-396.4994064437985,0.19246230903296674,0.8715480845014345,1e-08
joint,642,4639.579116326407,28373.00867281038,1.0,-2248.159625341395,0.23016423445068795,0.6851338537906704,1e-08
joint,643,2958.0879377143033,4237.367572466906,1.0,-565.2442182359391,0.20332871462465202,0.8105628338266938,1e-08
joint,644,3039.076079535111,5423.0211578815115,1.0,-647.8962200620477,0.20941762991686827,0.8420294377297012,1e-08
joint,645,3271.0646657754723,8958.56025860897,1.0,-881.8070040707884,0.2157848975883891,0.862724898772428,1e-08
joint,646,3155.3129934969347,7451.404391628439,1.0,-768.9474256413489,0.2189178865499778,0.9494842667404594,1e-08
joint,647,5216.77239853965,42589.000008824565,1.0,-2832.3209126659353,0.24183633487089423,0.8749883209086919,1e-08
joint,648,3149.231657557176,6741.623689214611,1.0,-764.8332449374936,0.21373207443545825,0.8643268266567748,1e-08
joint,649,4161.3413186527905,23185.66201331083,1.0,-1778.983127457921,0.2313230133356803,0.8541442444094303,1e-08
joint,650,2826.9930437067237,2569.8657629423833,1.0,-445.63356673553113,0.1971614571943895,0.8440983552534489,1e-08
joint,651,2831.5373786208147,2776.79334881897,1.0,-451.6498538037282,0.19894619422054347,0.8510908237054611,1e-08
joint,652,2926.3771830652745,3822.9283759365053,1.0,-548.0502539890299,0.20338355584745377,0.8535965083901418,1e-08
joint,653,2849.7744508911437,3120.3714107662468,1.0,-473.2884530994434,0.20249448375805643,0.8662220213961633,1e-08
joint,654,4286.678334741437,27151.970027058847,1.0,-1913.696034020304,0.23800636900078243,0.9268099161655613,1e-08
joint,655,2759.200072933667,1973.846176200414,1.0,-386.675606700779,0.19521568837412445,0.8871926249498738,1e-08
joint,656,3006.148852489816,5727.291496957766,1.0,-637.1780815765756,0.2171138777139013,1.00234073286733,1e-08
joint,657,3019.0394488838006,5475.7755841575645,1.0,-649.7902604925544,0.2099881481431803,0.8614040622020777,1e-08
joint,658,5665.59777490609,51168.31460772411,1.0,-3300.4656778467483,0.2459531295147614,0.9129929489509869,1e-08
joint,659,2913.941366233834,4568.027648186332,1.0,-549.052317157167,0.210404195545428,0.9516022507250128,1e-08
joint,660,3613.0428420604494,14864.19191229805,1.0,-1249.2809560729825,0.22568183056331917,0.8558950775574433,1e-08
joint,661,3066.6120697679953,6299.768065386748,1.0,-703.970438855881,0.20914770778945874,0.8269904671733572,1e-08
joint,662,2951.523739239993,4869.608900925215,1.0,-590.8883696755996,0.2120934537164166,0.9356175705046818,1e-08
joint,663,3129.9638719451655,6995.561083687722,1.0,-771.0616788065635,0.20944955863782877,0.763209247507253,1e-08
joint,664,2786.3799296292814,2603.673425383282,1.0,-428.26006743889076,0.1953205953963143,0.8465380574662198,1e-08
joint,665,2761.0999992993266,2050.016676209263,1.0,-404.9809522263158,0.18971415366820055,0.8261557661779166,1e-08
joint,666,2995.508125233093,6195.974835115346,1.0,-642.6587609609761,0.21814912852927543,1.0141192148849707,1e-08
joint,667,3079.736855639847,6519.062693507468,1.0,-726.3861419920282,0.2132945866508601,0.848305617713675,1e-08
joint,668,3627.2792250189905,14712.432124131103,1.0,-1276.2124156034743,0.2245751705855326,0.807561013623391,1e-08
joint,669,2753.6351081272187,2298.3913636380566,1.0,-403.9079250328133,0.1983936024602041,0.9269878320569145,1e-08
joint,670,2771.2363116351,2436.5059413642566,1.0,-422.9667008721156,0.19413475291546184,0.8628679856989354,1e-08
joint,671,3409.1081127231027,11663.869492659867,1.0,-1062.7880233363728,0.22036411543255177,0.8230108053254498,1e-08
joint,672,5606.787692556465,52689.2195258052,1.0,-3264.3127607288575,0.24038507977186763,0.7724919828000366,1e-08
joint,673,2753.3400231009473,2396.3569701571537,1.0,-410.8287460981867,0.1899210204742291,0.8022729706464944,1e-08
joint,674,3751.921364639048,16476.358867709205,1.0,-1411.6717037753338,0.2244583870833106,0.7703239802697358,1e-08
joint,675,7289.338174758862,79641.42328579398,1.0,-4952.805531789244,0.24884655693119576,0.7695417695578898,1e-08
joint,676,2964.4230709727963,5563.784235425347,1.0,-625.953243235019,0.2079713053018034,0.9148266345722033,1e-08
joint,677,2646.6951140659953,1226.3517904929568,1.0,-313.2788437083215,0.192511154633866,1.0778259714801501,1e-08
joint,678,3060.5932000514363,7251.162390364708,1.0,-725.4230598746807,0.21615089637767157,0.8942934973186305,1e-08
joint,679,3120.513316659846,7766.760509225107,1.0,-787.1245572268442,0.21377311687972908,0.8328081539002252,1e-08
joint,680,2689.55689910011,1714.0807224999805,1.0,-358.0783207995201,0.1943284372694515,0.9178295199555212,1e-08
joint,681,2792.1282624210153,2853.7301532077486,1.0,-462.42341024338015,0.19675127533377768,0.8318713483470644,1e-08
joint,682,2678.9285147899755,1735.4394215329103,1.0,-351.26946820563046,0.19406268163683543,0.9000148080918501,1e-08
joint,683,2845.9328368737038,3812.800424058933,1.0,-520.4901972441385,0.20629010478890622,0.9333660937364618,1e-08
joint,684,3034.553124214511,6492.378663457964,1.0,-711.1983346275659,0.21484193918875308,0.9092832636764159,1e-08
joint,685,2675.7318698427744,1792.704720884989,1.0,-354.956676845762,0.1940748967685541,0.956293162000468,1e-08
joint,686,3349.5768084498645,11345.35404197573,1.0,-1030.7839575239768,0.2243517485120188,0.890352033893154,1e-08
joint,687,2701.76111734067,2086.720807780688,1.0,-384.63069364396927,0.1937370476102818,0.8909813864462678,1e-08
joint,688,3086.8849955119426,7516.719061108929,1.0,-771.7960009688908,0.21407207374898815,0.8620277038910941,1e-08
joint,689,3537.9436379286185,13973.582282006473,1.0,-1225.7130994831155,0.22307113281455418,0.810104254496341,1e-08
joint,690,4617.853234254999,32957.17328323054,1.0,-2308.219275706708,0.23877696360599043,0.8713183717907005,1e-08
joint,691,3129.8632325839476,7623.426491668612,1.0,-820.5451049969142,0.21586934293722598,0.828520029625448,1e-08
joint,692,3540.2870167291458,14524.671855239001,1.0,-1233.0808917948773,0.2288636812215314,0.9142669078019907,1e-08
joint,693,3160.8536718431055,9449.95017478117,1.0,-855.7208333960084,0.22307760299741344,0.9998608943574495,1e-08
joint,694,3459.878677793152,13412.964563666397,1.0,-1155.2919632348433,0.222299256947887,0.816015033467847,1e-08
joint,695,2805.3140263400305,3837.5392791580903,1.0,-501.261644947146,0.20784006230061292,0.9447379391872297,1e-08
joint,696,2700.955811998868,2434.190369563009,1.0,-398.16453906242475,0.19824369111158643,0.9454373225193983,1e-08
joint,697,3362.994550996609,11599.606175038127,1.0,-1062.633727710614,0.22060443207718608,0.7918559728733473,1e-08
joint,698,2610.033982427468,1084.4078836626275,1.0,-311.1696972990355,0.17796528580657656,0.8376990424243145,1e-08
joint,699,3174.8956383322343,8778.98804437688,1.0,-877.7564994591913,0.21458426685294088,0.7784625425262912,1e-08
joint,700,2867.794645649674,4526.346175826344,1.0,-570.9354246301014,0.20618401667128458,0.8662533675650921,1e-08
joint,701,3337.4236634351655,11358.290188350093,1.0,-1042.7741719022213,0.21802950655943545,0.8412607015860071,1e-08
joint,702,2791.700898167871,3376.6008980634915,1.0,-498.425788716631,0.19985875608593387,0.8234094787329346,1e-08
joint,703,2633.474558782958,1479.130213371337,1.0,-343.7106301210516,0.18132659172445326,0.7742609905553144,1e-08
joint,704,3434.843612741177,12360.676106719795,1.0,-1145.6962701979107,0.22093286938321274,0.8188997510289252,1e-08
joint,705,2933.697263195154,5552.973728999259,1.0,-645.3610467193791,0.21301939289904276,0.898661951935298,1e-08
joint,706,2585.64713630682,950.2300798756631,1.0,-300.05757325927505,0.17948961155639295,0.9453112600826766,1e-08
joint,707,3621.3250759136436,16452.759277862904,1.0,-1337.8952096329551,0.23000895038715813,0.9231597231172045,1e-08
joint,708,4107.684354643763,24711.86910669356,1.0,-1826.4807783727656,0.23373393908460965,0.8778874322503348,1e-08
joint,709,5627.445091779646,52863.156314363885,1.0,-3349.1646290059243,0.24495104711480503,0.9012784648328201,1e-08
joint,710,2688.546384191519,2469.89832093523,1.0,-410.30024290423194,0.18674565945654611,0.8015991337741522,1e-08
joint,711,2734.354702270032,3231.512886258439,1.0,-456.49917922628094,0.20405377481811707,0.9433995672748002,1e-08
joint,712,3463.3115774928983,14318.684369273544,1.0,-1188.2611506400315,0.2262735982687976,0.9627327768275428,1e-08
joint,713,2633.0875294388816,1760.2350830615826,1.0,-358.3334110898236,0.19340572339054188,0.9345712080025061,1e-08
