Scenario,Replication,Model,RMSE,MAE,CRPS,Coverage,AIW,FitSeconds,IterationsUsed,EarlyStopped,final_negELBO,tail_negELBO_mean,tail_negELBO_sd,tail_slope,tail_relative_slope,tail_cv,tail_grad_median,tail_grad_p90,tail_n,Alpha_RMSE,Alpha_R2,Delta_RMSE,Delta_R2,Phi_RMSE,Phi_R2,Corr_Frobenius_RelErr,Corr_OffDiag_R
2,1015,Gaussian Neural Model,0.2448435185037217,0.1825702027597643,0.166586322525549,1.0,1.931377937014437,5.073958597000001,500,1,1741.667152315452,1786.2164080772232,49.95695008141311,-0.3035475188779636,-0.0001699388257242,0.0279680277571682,355.1214703822791,1651.171904373849,300,,,,,,,,
2,1015,Proposed Adaptive NSST-BNF,0.1809978504375531,0.1442504893564558,0.1226109092573719,1.0,1.4448474441114405,13.294481545000052,800,1,2298.1756387585947,2332.5858220795785,27.34391068251594,-0.2640420285557259,-0.0001131971334372,0.0117225743308933,159.87931991352542,527.3916207857127,300,,,,,,,,
2,1015,Sparse Variational GP,0.4430654358709563,0.3697218869597384,0.2621164535410366,1.0,2.573275966596327,2.456695393000018,700,1,90.46257720989053,92.15957190725632,1.576310008829611,-0.0159431751697964,-0.0001729953258229,0.0171041377060203,333.50521532514654,639.6484894718967,300,,,,,,,,
2,1015,Stationary Skew-t Neural Model,0.248298716050637,0.1772881935911251,0.1701923446278277,1.0,2.0079165562026904,5.510942799000077,500,1,1729.327560601609,1768.2591091077077,45.98966875278355,-0.3343626162511052,-0.0001890914145607,0.0260084444162658,319.1803271227644,1244.2565807088772,300,,,,,,,,
2,1016,Gaussian Neural Model,0.1491023836113117,0.1036495144851387,0.0950973814682877,1.0,1.1581458395735562,3.698186946000078,500,1,1727.1289230158793,1766.594473882333,39.77732303324088,-0.3145834401314595,-0.0001780733749495,0.0225163859738702,214.67426156469944,1036.0689713373415,300,,,,,,,,
2,1016,Proposed Adaptive NSST-BNF,0.1289203821162156,0.0957390073309434,0.0732649745587614,1.0,0.9400103249994772,14.743203942000036,800,1,2295.7876050802647,2332.613463257688,29.01486612820024,-0.2675876821556603,-0.0001147158268485,0.0124387801859286,144.25644835650752,667.0512803877451,300,,,,,,,,
2,1016,Sparse Variational GP,0.272488921226039,0.2211538695083447,0.1553427021713947,1.0,1.3715251170203535,2.168583720000015,800,1,50.58853290335263,51.39154059310252,0.5449725072375848,-0.0062255172677201,-0.000121138950027,0.0106043232202834,2.1432821980087,17.678211669394052,300,,,,,,,,
2,1016,Stationary Skew-t Neural Model,0.1449579662444748,0.108669778266906,0.0945703913323893,1.0,1.149860786120928,4.288090159999911,500,1,1725.0629886297606,1759.1681865353607,34.777863634789604,-0.303516564357127,-0.0001725341366904,0.019769493275844,208.01699113744263,894.2502362686319,300,,,,,,,,
2,1017,Gaussian Neural Model,0.4027596126451528,0.3276379023854706,0.2279380732468735,1.0,2.1503560314059067,2.731574023999883,500,1,1939.753303014615,1998.977106161106,61.18255341949844,-0.3621525584190001,-0.0001811689375044,0.0306069305300825,501.1063335165878,2096.715603090117,300,,,,,,,,
2,1017,Proposed Adaptive NSST-BNF,0.4368454552633307,0.3270177026266258,0.2151645431836969,1.0,2.3597425117277684,15.008586972000105,800,1,2463.628338441796,2496.1893150597034,40.56845376335657,-0.302506291653607,-0.0001211872392164,0.0162521542411082,174.44267593017003,603.6868036390948,300,,,,,,,,
