Scenario,Replication,Factor,RMSE,MAE,CRPS,Coverage,AIW
4,2005,0.95,0.25193528633216605,0.20506084022959015,0.14926693794384444,0.8125,0.6733193911211621
4,2005,1.0,0.25193528633216644,0.2050608402295901,0.14827526599129287,0.8125,0.7087572538117497
4,2005,1.1,0.2519352863321664,0.2050608402295906,0.14662484718808722,0.8125,0.7796329791929248
4,2005,1.2,0.2519352863321667,0.20506084022959054,0.14543466876387606,0.8125,0.8505087045740995
4,2005,1.35,0.2519352863321668,0.2050608402295906,0.1443424598811554,0.875,0.956822292645862
4,2005,1.5,0.25193528633216594,0.20506084022958998,0.14396363321773611,0.875,1.0631358807176245
5,2001,0.75,0.3693169534449271,0.2625533273076523,0.20325163286992853,0.6875,0.8307114161312341
5,2001,0.85,0.3693169534449273,0.2625533273076526,0.20019890027869924,0.6875,0.9414729382820652
5,2001,0.95,0.3693169534449271,0.26255332730765263,0.19789062038883481,0.875,1.0522344604328966
5,2001,1.0,0.36931695344492743,0.2625533273076528,0.19704227641501873,0.875,1.1076152215083122
5,2001,1.1,0.3693169534449272,0.26255332730765224,0.1959751681185391,0.9375,1.2183767436591433
5,2001,1.2,0.3693169534449273,0.2625533273076528,0.1956185562374839,0.9375,1.3291382658099744
5,2001,1.35,0.36931695344492715,0.2625533273076525,0.1961349781104848,0.9375,1.4952805490362215
5,2001,1.5,0.36931695344492727,0.26255332730765274,0.19781539948134827,0.9375,1.6614228322624682
5,2002,0.75,0.12559283227945583,0.09648159518748656,0.07581179195447194,1.0,0.8970530845617622
5,2002,0.85,0.12559283227945567,0.09648159518748628,0.07945680853965059,1.0,1.0166601625033305
5,2002,0.95,0.12559283227945592,0.09648159518748642,0.08368044408636033,1.0,1.1362672404448988
5,2002,1.0,0.1255928322794559,0.09648159518748675,0.08595750203961039,1.0,1.1960707794156828
5,2002,1.1,0.12559283227945614,0.09648159518748689,0.09071619524622407,1.0,1.3156778573572514
5,2002,1.2,0.12559283227945572,0.09648159518748628,0.0956841586483918,1.0,1.4352849352988195
5,2002,1.35,0.1255928322794559,0.09648159518748627,0.1035536416870507,1.0,1.6146955522111721
5,2002,1.5,0.12559283227945595,0.09648159518748656,0.11173710599693493,1.0,1.7941061691235243
5,2003,0.75,0.6111811134233324,0.4302984574819052,0.3251302084189665,0.8125,0.9944858953321385
5,2003,0.85,0.6111811134233327,0.4302984574819055,0.31633064672440425,0.875,1.127084014709757
5,2003,0.95,0.6111811134233328,0.43029845748190565,0.3087446321008308,0.9375,1.2596821340873756
5,2003,1.0,0.6111811134233324,0.4302984574819053,0.3052701966246076,0.9375,1.3259811937761845
5,2003,1.1,0.6111811134233327,0.43029845748190554,0.2990862236415034,0.9375,1.4585793131538032
